experiment,game_id,entity,controller_type,seat,decisions,llm_calls,p008_calls_per_decision,p008_tokens_per_decision,p008_seconds_per_decision,p001_initial_disagreement,p002_opinion_change,p003_consensus_formation,p004_decider_adoption_any,p005_minority_adoption,p006_review_intervention,p009_fallback_rate,p010_advice_diversity,p011_officer_decider_agreement,p009_error_rate__chief_grand_secretary,p009_error_rate__emperor,p009_error_rate__grand_secretary_1,p009_error_rate__grand_secretary_2,p004_adoption__chief_grand_secretary,p004_adoption__grand_secretary_1,p004_adoption__grand_secretary_2,p009_error_rate__baseline-1,p009_error_rate__baseline-2,p009_error_rate__baseline-3,p009_error_rate__chancellor,p009_error_rate__grand_marshal,p009_error_rate__imperial_counsellor,p004_adoption__chancellor,p004_adoption__grand_marshal,p009_error_rate__minister_1,p009_error_rate__minister_2,p009_error_rate__minister_3,p004_adoption__minister_1,p004_adoption__minister_2,p004_adoption__minister_3,p009_error_rate__menxia,p009_error_rate__shangshu,p009_error_rate__zhongshu,p004_adoption__zhongshu,p009_error_rate__leader,p009_error_rate__member_1,p009_error_rate__member_2,p009_error_rate__member_3,p004_adoption__member_1,p004_adoption__member_2,p004_adoption__member_3
court-vs-baseline,QI09,baseline-3,llm_baseline,4,64,72,1.125,7278.75,13.5725,,,,,,,0.0,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI10,baseline-1,llm_baseline,1,66,74,1.121212121212121,6535.666666666667,2.6693484848484847,,,,,,,0.0,,,,,,,,,,0.10810810810810811,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI10,qin-court,qin_court,2,103,464,4.504854368932039,36730.31067961165,69.69321359223301,0.6224489795918368,,,0.8640776699029126,,,0.009708737864077669,1.6122448979591837,0.6172974043986527,,0.05555555555555555,,,,,,,,,0.037383177570093455,0.2047244094488189,0.1885245901639344,0.6019417475728155,0.6326530612244898,,,,,,,,,,,,,,,,,
court-vs-baseline,QI10,baseline-2,llm_baseline,3,64,76,1.1875,6929.78125,2.526484375,,,,,,,0.0,,,,,,,,,,,0.15789473684210525,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI10,baseline-3,llm_baseline,4,59,65,1.1016949152542372,6445.372881355932,2.7648983050847455,,,,,,,0.0,,,,,,,,,,,,0.09230769230769231,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI11,baseline-1,llm_baseline,1,59,59,1.0,7493.745762711865,16.485830508474574,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI11,baseline-2,llm_baseline,2,65,66,1.0153846153846153,8027.953846153846,22.52636923076923,,,,,,,0.0,,,,,,,,,,,0.015151515151515152,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI11,qin-court,qin_court,3,69,284,4.115942028985507,29835.8115942029,45.519173913043474,0.38235294117647056,,,0.9565217391304348,,,0.0,1.3823529411764706,0.7885763000852515,,0.0,,,,,,,,,0.10526315789473684,0.014285714285714285,0.0,0.8235294117647058,0.7536231884057971,,,,,,,,,,,,,,,,,
court-vs-baseline,QI11,baseline-3,llm_baseline,4,70,70,1.0,7934.385714285714,23.840842857142857,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI12,baseline-1,llm_baseline,1,80,88,1.1,7821.575,20.144524999999998,,,,,,,0.0,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI12,baseline-2,llm_baseline,2,68,74,1.088235294117647,7409.132352941177,17.884588235294117,,,,,,,0.0,,,,,,,,,,,0.08108108108108109,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI12,qin-court,qin_court,3,61,249,4.081967213114754,28914.262295081968,44.4844262295082,0.2631578947368421,,,1.0,,,0.0,1.2456140350877194,0.8829450675870003,,0.031746031746031744,,,,,,,,,0.016129032258064516,0.031746031746031744,0.0,0.9298245614035088,0.8360655737704918,,,,,,,,,,,,,,,,,
court-vs-baseline,QI12,baseline-3,llm_baseline,4,64,78,1.21875,8568.25,23.0091875,,,,,,,0.0,,,,,,,,,,,,0.1794871794871795,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI13,baseline-1,llm_baseline,1,72,116,1.6111111111111112,10034.652777777777,4.714277777777777,,,,,,,0.0,,,,,,,,,,0.3793103448275862,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI13,baseline-2,llm_baseline,2,71,113,1.591549295774648,9753.591549295774,4.393830985915493,,,,,,,0.0,,,,,,,,,,,0.37168141592920356,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI13,qin-court,qin_court,3,61,252,4.131147540983607,28504.508196721312,32.71432786885246,0.13114754098360656,,,1.0,,,0.0,1.1311475409836065,0.9344262295081966,,0.031746031746031744,,,,,,,,,0.08955223880597014,0.0,0.0,0.9016393442622951,0.9672131147540983,,,,,,,,,,,,,,,,,
court-vs-baseline,QI13,baseline-3,llm_baseline,4,74,121,1.635135135135135,10088.648648648648,4.990837837837838,,,,,,,0.0,,,,,,,,,,,,0.3884297520661157,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI14,baseline-1,llm_baseline,1,73,91,1.2465753424657535,9041.753424657534,25.544082191780824,,,,,,,0.0273972602739726,,,,,,,,,,0.21978021978021978,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI14,baseline-2,llm_baseline,2,104,123,1.1826923076923077,9254.26923076923,29.672346153846153,,,,,,,0.009615384615384616,,,,,,,,,,,0.16260162601626016,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI14,baseline-3,llm_baseline,3,65,76,1.1692307692307693,7638.553846153846,16.283276923076922,,,,,,,0.015384615384615385,,,,,,,,,,,,0.15789473684210525,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI14,qin-court,qin_court,4,67,281,4.1940298507462686,30355.910447761195,55.06559701492537,0.27692307692307694,,,0.9253731343283582,,,0.0,1.2461538461538462,0.8267508610792194,,0.028985507246376812,,,,,,,,,0.014705882352941176,0.11842105263157894,0.014705882352941176,0.8923076923076924,0.7611940298507462,,,,,,,,,,,,,,,,,
court-vs-baseline,QI15,baseline-1,llm_baseline,1,67,115,1.7164179104477613,10421.55223880597,4.070164179104478,,,,,,,0.0,,,,,,,,,,0.41739130434782606,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI15,baseline-2,llm_baseline,2,74,116,1.5675675675675675,9711.202702702703,4.3385945945945945,,,,,,,0.0,,,,,,,,,,,0.3620689655172414,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI15,baseline-3,llm_baseline,3,84,128,1.5238095238095237,9346.190476190477,3.925214285714286,,,,,,,0.0,,,,,,,,,,,,0.34375,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI15,qin-court,qin_court,4,68,290,4.264705882352941,28857.720588235294,37.341382352941174,0.23076923076923078,,,0.9852941176470589,,,0.0,1.2307692307692308,0.8733031674208145,,0.014492753623188406,,,,,,,,,0.09333333333333334,0.02857142857142857,0.15789473684210525,0.8235294117647058,0.9230769230769231,,,,,,,,,,,,,,,,,
court-vs-baseline,QI16,baseline-1,llm_baseline,1,41,52,1.2682926829268293,7194.804878048781,2.9323658536585366,,,,,,,0.04878048780487805,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI16,baseline-2,llm_baseline,2,66,71,1.0757575757575757,6242.318181818182,2.30380303030303,,,,,,,0.0,,,,,,,,,,,0.07042253521126761,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI16,baseline-3,llm_baseline,3,71,85,1.1971830985915493,7042.366197183099,3.0645915492957747,,,,,,,0.0,,,,,,,,,,,,0.16470588235294117,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,QI16,qin-court,qin_court,4,64,284,4.4375,31808.546875,54.029828125,0.3064516129032258,,,0.953125,,,0.0,1.2741935483870968,0.8419858870967742,,0.015384615384615385,,,,,,,,,0.015384615384615385,0.14666666666666667,0.22784810126582278,0.796875,0.8870967741935484,,,,,,,,,,,,,,,,,
court-vs-baseline,SH01,shang-court,shang2_court,1,87,385,4.425287356321839,33907.0,66.40140229885057,0.5977011494252874,,,0.9753086419753086,,,0.0,1.8735632183908046,0.6572016460905349,,0.0,,,,,,,,,,,,,,0.24778761061946902,0.02247191011235955,0.09473684210526316,0.7,0.6296296296296297,0.6419753086419753,,,,,,,,,,,
court-vs-baseline,SH01,baseline-1,llm_baseline,2,62,62,1.0,7481.6612903225805,19.704322580645158,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH01,baseline-2,llm_baseline,3,61,61,1.0,7372.0327868852455,20.299967213114755,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH01,baseline-3,llm_baseline,4,61,62,1.0163934426229508,7779.2786885245905,20.729885245901638,,,,,,,0.0,,,,,,,,,,,,0.016129032258064516,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH02,baseline-1,llm_baseline,1,60,69,1.15,7858.116666666667,17.079383333333332,,,,,,,0.016666666666666666,,,,,,,,,,0.14492753623188406,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH02,shang-court,shang2_court,2,62,262,4.225806451612903,29552.3064516129,53.32353225806452,0.1935483870967742,,,0.9516129032258065,,,0.0,1.1935483870967742,0.8752688172043012,,0.0,,,,,,,,,,,,,,0.015873015873015872,0.046153846153846156,0.0,0.9,0.8548387096774194,0.8709677419354839,,,,,,,,,,,
court-vs-baseline,SH02,baseline-2,llm_baseline,3,72,82,1.1388888888888888,8199.125,22.832708333333333,,,,,,,0.0,,,,,,,,,,,0.12195121951219512,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH02,baseline-3,llm_baseline,4,93,108,1.1612903225806452,8961.806451612903,26.59488172043011,,,,,,,0.021505376344086023,,,,,,,,,,,,0.1574074074074074,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH03,baseline-1,llm_baseline,1,57,92,1.6140350877192982,9815.894736842105,5.512315789473684,,,,,,,0.0,,,,,,,,,,0.3804347826086957,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH03,baseline-2,llm_baseline,2,67,108,1.6119402985074627,9855.23880597015,6.244910447761194,,,,,,,0.0,,,,,,,,,,,0.37962962962962965,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH03,shang-court,shang2_court,3,105,490,4.666666666666667,37495.857142857145,81.53133333333334,0.638095238095238,,,0.9904761904761905,,,0.0,1.7619047619047619,0.6896344396344397,,0.0,,,,,,,,,,,,,,0.16260162601626016,0.07142857142857142,0.3288590604026846,0.5714285714285714,0.7474747474747475,0.75,,,,,,,,,,,
court-vs-baseline,SH03,baseline-3,llm_baseline,4,70,107,1.5285714285714285,9398.685714285713,6.3398,,,,,,,0.0,,,,,,,,,,,,0.34579439252336447,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH04,baseline-1,llm_baseline,1,59,61,1.0338983050847457,6003.542372881356,2.2179322033898305,,,,,,,0.0,,,,,,,,,,0.03278688524590164,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH04,baseline-2,llm_baseline,2,90,104,1.1555555555555554,6838.644444444444,3.2607000000000004,,,,,,,0.0,,,,,,,,,,,0.1346153846153846,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH04,baseline-3,llm_baseline,3,61,71,1.1639344262295082,6661.098360655737,2.3788196721311476,,,,,,,0.0,,,,,,,,,,,,0.14084507042253522,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH04,shang-court,shang2_court,4,66,291,4.409090909090909,33483.71212121212,65.61521212121212,0.45454545454545453,,,1.0,,,0.0,1.5909090909090908,0.7817256817256818,,0.0,,,,,,,,,,,,,,0.029411764705882353,0.2840909090909091,0.029411764705882353,0.8333333333333334,0.6349206349206349,0.8769230769230769,,,,,,,,,,,
court-vs-baseline,SH05,shang-court,shang2_court,1,54,226,4.185185185185185,26834.01851851852,33.42611111111111,0.07407407407407407,,,0.9814814814814815,,,0.0,1.0740740740740742,0.95679012345679,,0.0,,,,,,,,,,,,,,0.0,0.06896551724137931,0.05357142857142857,1.0,0.9444444444444444,0.9259259259259259,,,,,,,,,,,
court-vs-baseline,SH05,baseline-1,llm_baseline,2,83,92,1.108433734939759,8211.759036144578,22.56232530120482,,,,,,,0.0,,,,,,,,,,0.09782608695652174,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH05,baseline-2,llm_baseline,3,80,88,1.1,7694.65,20.0893625,,,,,,,0.0,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH05,baseline-3,llm_baseline,4,57,63,1.105263157894737,7446.245614035088,17.48017543859649,,,,,,,0.0,,,,,,,,,,,,0.09523809523809523,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH06,shang-court,shang2_court,1,110,494,4.490909090909091,36241.93636363636,79.46345454545454,0.7090909090909091,,,0.9818181818181818,,,0.0,1.9454545454545455,0.6348778543482593,,0.0,,,,,,,,,,,,,,0.1349206349206349,0.043478260869565216,0.24647887323943662,0.4909090909090909,0.7314814814814815,0.6822429906542056,,,,,,,,,,,
court-vs-baseline,SH06,baseline-1,llm_baseline,2,55,98,1.7818181818181817,10944.8,4.923454545454546,,,,,,,0.0,,,,,,,,,,0.4387755102040816,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH06,baseline-2,llm_baseline,3,76,122,1.605263157894737,9964.46052631579,5.080855263157894,,,,,,,0.0,,,,,,,,,,,0.3770491803278688,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH06,baseline-3,llm_baseline,4,62,104,1.6774193548387097,10160.645161290322,4.887935483870968,,,,,,,0.0,,,,,,,,,,,,0.40384615384615385,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH07,shang-court,shang2_court,1,62,296,4.774193548387097,29055.967741935485,48.44767741935484,0.22580645161290322,,,0.9661016949152542,,,0.04838709677419355,1.2741935483870968,0.8482647296206617,,0.04838709677419355,,,,,,,,,,,,,,0.14285714285714285,0.3626373626373626,0.1780821917808219,0.8305084745762712,0.7857142857142857,0.9285714285714286,,,,,,,,,,,
court-vs-baseline,SH07,baseline-1,llm_baseline,2,69,83,1.2028985507246377,6299.826086956522,2.9745797101449276,,,,,,,0.043478260869565216,,,,,,,,,,0.26744186046511625,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH07,baseline-2,llm_baseline,3,81,97,1.1975308641975309,6462.20987654321,3.061037037037037,,,,,,,0.037037037037037035,,,,,,,,,,,0.24242424242424243,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH07,baseline-3,llm_baseline,4,64,81,1.265625,6243.453125,5.228296875,,,,,,,0.0625,,,,,,,,,,,,0.3411764705882353,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH08,baseline-1,llm_baseline,1,68,74,1.088235294117647,7527.617647058823,21.308867647058822,,,,,,,0.04411764705882353,,,,,,,,,,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH08,shang-court,shang2_court,2,58,270,4.655172413793103,28416.396551724138,33.51644827586207,0.08620689655172414,,,1.0,,,0.017241379310344827,1.0689655172413792,0.9761828814460394,,0.04918032786885246,,,,,,,,,,,,,,0.25,0.109375,0.15942028985507245,0.9636363636363636,0.9649122807017544,1.0,,,,,,,,,,,
court-vs-baseline,SH08,baseline-2,llm_baseline,3,55,57,1.0363636363636364,7664.127272727273,22.869799999999998,,,,,,,0.01818181818181818,,,,,,,,,,,0.06896551724137931,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH08,baseline-3,llm_baseline,4,72,82,1.1388888888888888,7748.194444444444,25.54936111111111,,,,,,,0.06944444444444445,,,,,,,,,,,,0.26744186046511625,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH09,baseline-1,llm_baseline,1,75,116,1.5466666666666666,9474.666666666666,5.808693333333333,,,,,,,0.0,,,,,,,,,,0.35344827586206895,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH09,shang-court,shang2_court,2,60,268,4.466666666666667,31360.033333333333,49.831450000000004,0.23333333333333334,,,1.0,,,0.0,1.25,0.9137582723789621,,0.015873015873015872,,,,,,,,,,,,,,0.047619047619047616,0.0,0.34146341463414637,0.8666666666666667,0.9655172413793104,0.9090909090909091,,,,,,,,,,,
court-vs-baseline,SH09,baseline-2,llm_baseline,3,59,101,1.7118644067796611,10181.42372881356,5.102220338983051,,,,,,,0.0,,,,,,,,,,,0.4158415841584158,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH09,baseline-3,llm_baseline,4,71,109,1.5352112676056338,9419.098591549297,4.780929577464789,,,,,,,0.0,,,,,,,,,,,,0.3486238532110092,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH10,baseline-1,llm_baseline,1,60,63,1.05,6035.666666666667,2.380333333333333,,,,,,,0.0,,,,,,,,,,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH10,shang-court,shang2_court,2,71,299,4.211267605633803,30456.661971830985,54.29169014084507,0.38028169014084506,,,0.9859154929577465,,,0.0,1.4647887323943662,0.811066398390342,,0.0,,,,,,,,,,,,,,0.0,0.14457831325301204,0.0273972602739726,0.7746478873239436,0.7571428571428571,0.9014084507042254,,,,,,,,,,,
court-vs-baseline,SH10,baseline-2,llm_baseline,3,64,71,1.109375,6440.578125,2.483140625,,,,,,,0.0,,,,,,,,,,,0.09859154929577464,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH10,baseline-3,llm_baseline,4,67,73,1.0895522388059702,6363.507462686567,2.640820895522388,,,,,,,0.0,,,,,,,,,,,,0.0821917808219178,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH11,baseline-1,llm_baseline,1,57,57,1.0,7606.210526315789,17.66942105263158,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH11,baseline-2,llm_baseline,2,65,65,1.0,7788.169230769231,22.363415384615386,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH11,shang-court,shang2_court,3,73,320,4.383561643835616,31951.84931506849,65.1382191780822,0.4931506849315068,,,0.971830985915493,,,0.0,1.5753424657534247,0.7639168343393696,,0.013157894736842105,,,,,,,,,,,,,,0.16279069767441862,0.039473684210526314,0.13414634146341464,0.7746478873239436,0.8028169014084507,0.7142857142857143,,,,,,,,,,,
court-vs-baseline,SH11,baseline-3,llm_baseline,4,68,70,1.0294117647058822,8254.367647058823,23.51044117647059,,,,,,,0.0,,,,,,,,,,,,0.02857142857142857,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH12,baseline-1,llm_baseline,1,61,71,1.1639344262295082,7736.786885245901,14.98127868852459,,,,,,,0.03278688524590164,,,,,,,,,,0.16901408450704225,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH12,baseline-2,llm_baseline,2,99,114,1.1515151515151516,8475.626262626263,21.633161616161615,,,,,,,0.020202020202020204,,,,,,,,,,,0.14912280701754385,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH12,shang-court,shang2_court,3,61,258,4.229508196721311,28658.918032786885,38.51224590163934,0.22950819672131148,,,1.0,,,0.0,1.2622950819672132,0.9116421228118922,,0.0,,,,,,,,,,,,,,0.0,0.1044776119402985,0.016129032258064516,0.9152542372881356,0.9180327868852459,0.9016393442622951,,,,,,,,,,,
court-vs-baseline,SH12,baseline-3,llm_baseline,4,64,72,1.125,7403.546875,14.894859375,,,,,,,0.0,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH13,baseline-1,llm_baseline,1,59,59,1.0,5665.203389830508,2.5745423728813557,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH13,baseline-2,llm_baseline,2,60,64,1.0666666666666667,6111.383333333333,2.7327999999999997,,,,,,,0.0,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH13,shang-court,shang2_court,3,70,309,4.414285714285715,32001.9,63.14358571428572,0.4857142857142857,,,0.9857142857142858,,,0.0,1.5571428571428572,0.7768719428069736,,0.0,,,,,,,,,,,,,,0.09090909090909091,0.24719101123595505,0.027777777777777776,0.7142857142857143,0.7058823529411765,0.9104477611940298,,,,,,,,,,,
court-vs-baseline,SH13,baseline-3,llm_baseline,4,62,70,1.1290322580645162,6600.322580645161,3.465032258064516,,,,,,,0.0,,,,,,,,,,,,0.11428571428571428,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH14,baseline-1,llm_baseline,1,65,65,1.0,7788.8,23.283446153846153,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH14,baseline-2,llm_baseline,2,58,58,1.0,7179.5,15.014637931034484,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH14,baseline-3,llm_baseline,3,64,64,1.0,8158.390625,27.877515625,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH14,shang-court,shang2_court,4,60,264,4.4,30111.95,42.14993333333334,0.16666666666666666,,,0.9473684210526315,,,0.0,1.1333333333333333,0.9002715121136173,,0.0,,,,,,,,,,,,,,0.1917808219178082,0.0625,0.047619047619047616,0.9464285714285714,0.8771929824561403,0.8771929824561403,,,,,,,,,,,
court-vs-baseline,SH15,baseline-1,llm_baseline,1,62,74,1.1935483870967742,7691.677419354839,15.290548387096774,,,,,,,0.0,,,,,,,,,,0.16216216216216217,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH15,baseline-2,llm_baseline,2,91,118,1.2967032967032968,9369.21978021978,26.428956043956042,,,,,,,0.054945054945054944,,,,,,,,,,,0.2711864406779661,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH15,baseline-3,llm_baseline,3,58,66,1.1379310344827587,7634.086206896552,17.85493103448276,,,,,,,0.0,,,,,,,,,,,,0.12121212121212122,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH15,shang-court,shang2_court,4,65,278,4.276923076923077,28597.723076923077,33.4186,0.16923076923076924,,,1.0,,,0.0,1.1538461538461537,0.9282051282051281,,0.0,,,,,,,,,,,,,,0.029850746268656716,0.04411764705882353,0.057971014492753624,0.9384615384615385,0.9230769230769231,0.9230769230769231,,,,,,,,,,,
court-vs-baseline,SH16,baseline-1,llm_baseline,1,77,124,1.6103896103896105,9932.194805194806,3.9899610389610385,,,,,,,0.0,,,,,,,,,,0.3790322580645161,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH16,baseline-2,llm_baseline,2,60,103,1.7166666666666666,10527.966666666667,3.9833333333333334,,,,,,,0.0,,,,,,,,,,,0.4174757281553398,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH16,baseline-3,llm_baseline,3,86,132,1.5348837209302326,9500.418604651162,3.830848837209302,,,,,,,0.0,,,,,,,,,,,,0.3484848484848485,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,SH16,shang-court,shang2_court,4,69,294,4.260869565217392,30957.057971014492,53.14836231884058,0.36231884057971014,,,0.9855072463768116,,,0.0,1.3768115942028984,0.8405797101449276,,0.0,,,,,,,,,,,,,,0.014285714285714285,0.0,0.17857142857142858,0.8260869565217391,0.8840579710144928,0.8115942028985508,,,,,,,,,,,
court-vs-baseline,TA01,tang-court,tang_court,1,73,315,4.315068493150685,31912.205479452055,56.098342465753426,,1.0,0.5,0.9710144927536232,,0.13333333333333333,0.0,,0.9710144927536232,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.9710144927536232,,,,,,,
court-vs-baseline,TA01,baseline-1,llm_baseline,2,74,115,1.554054054054054,9311.716216216217,5.709486486486487,,,,,,,0.0,,,,,,,,,,0.3565217391304348,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,TA01,baseline-2,llm_baseline,3,62,102,1.6451612903225807,9971.322580645161,5.2313709677419356,,,,,,,0.0,,,,,,,,,,,0.39215686274509803,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,TA01,baseline-3,llm_baseline,4,71,116,1.6338028169014085,10002.61971830986,5.525478873239437,,,,,,,0.0,,,,,,,,,,,,0.3879310344827586,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,TA02,baseline-1,llm_baseline,1,76,78,1.0263157894736843,5970.1578947368425,2.743684210526316,,,,,,,0.0,,,,,,,,,,0.02564102564102564,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,TA02,tang-court,tang_court,2,57,261,4.578947368421052,31623.736842105263,38.26642105263158,,0.2857142857142857,1.0,0.9464285714285714,,0.1,0.0,,0.9464285714285714,,0.0,,,,,,,,,,,,,,,,,,,,0.046153846153846156,0.0,0.21518987341772153,0.9464285714285714,,,,,,,
court-vs-baseline,TA02,baseline-2,llm_baseline,3,59,62,1.0508474576271187,6065.983050847458,2.2330677966101695,,,,,,,0.0,,,,,,,,,,,0.04838709677419355,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,TA02,baseline-3,llm_baseline,4,75,80,1.0666666666666667,6284.64,2.5178266666666667,,,,,,,0.0,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,TA03,baseline-1,llm_baseline,1,59,59,1.0,7391.067796610169,19.036610169491528,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,TA03,baseline-2,llm_baseline,2,65,65,1.0,7675.4,20.100015384615386,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,TA03,tang-court,tang_court,3,63,266,4.222222222222222,28980.698412698413,39.33546031746032,,0.6666666666666666,,0.9354838709677419,,0.0,0.0,,0.9354838709677419,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.046153846153846156,0.04285714285714286,0.9354838709677419,,,,,,,
court-vs-baseline,TA03,baseline-3,llm_baseline,4,69,72,1.0434782608695652,8447.782608695652,27.20169565217391,,,,,,,0.0,,,,,,,,,,,,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,TA04,baseline-1,llm_baseline,1,57,70,1.2280701754385965,6764.438596491228,12.252210526315789,,,,,,,0.05263157894736842,,,,,,,,,,0.2602739726027397,,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,TA04,baseline-2,llm_baseline,2,87,108,1.2413793103448276,8086.586206896552,20.51987356321839,,,,,,,0.034482758620689655,,,,,,,,,,,0.23636363636363636,,,,,,,,,,,,,,,,,,,,,,,
court-vs-baseline,TA04,baseline-3,llm_baseline,3,58,72,1.2413793103448276,7094.620689655172,18.18703448275862,,,,,,,0.05172413793103448,,,,,,,,,,,,0.273972602739726,,,,,,,,,,,,,,,,,,,,,,
