game_id,entity,controller_type,seat,decisions,llm_calls,calls_per_decision,tokens_per_decision,seconds_per_decision,initial_disagreement,opinion_change,consensus_formation,decider_adoption_any,minority_adoption,review_intervention,fallback_rate,advice_diversity,officer_decider_agreement,error_rate__emperor,error_rate__minister_1,error_rate__minister_2,error_rate__minister_3,adoption__minister_1,adoption__minister_2,adoption__minister_3,error_rate__chancellor,error_rate__grand_marshal,error_rate__imperial_counsellor,adoption__chancellor,adoption__grand_marshal,error_rate__menxia,error_rate__shangshu,error_rate__zhongshu,adoption__zhongshu,error_rate__chief_grand_secretary,error_rate__grand_secretary_1,error_rate__grand_secretary_2,adoption__chief_grand_secretary,adoption__grand_secretary_1,adoption__grand_secretary_2
game-010,qin-court,qin_court,4,59,258,4.372881355932203,30545.20338983051,50.839474576271186,0.2542372881355932,,,0.9830508474576272,,,0.0,1.2542372881355932,0.8559322033898304,0.03278688524590164,,,,,,,0.0,0.078125,0.22972972972972974,0.8813559322033898,0.8305084745762712,,,,,,,,,,
game-011,tang-court,tang_court,1,70,325,4.642857142857143,33027.1,34.7708,,0.29411764705882354,1.0,0.9285714285714286,,0.14285714285714285,0.0,,0.9285714285714286,0.0,,,,,,,,,,,,0.0,0.0,0.13978494623655913,0.9285714285714286,,,,,,
game-011,ming-court,ming_court,2,61,396,6.491803278688525,47211.2131147541,85.74962295081967,0.3770491803278688,0.3698630136986301,0.6521739130434783,0.9508196721311475,0.375,,0.0,1.1311475409836065,0.9120218579234973,0.031746031746031744,,,,,,,,,,,,,,,,0.0,0.20192307692307693,0.0,0.9180327868852459,0.9,0.9180327868852459
game-011,shang-court,shang2_court,3,88,393,4.465909090909091,34605.88636363636,85.35495454545455,0.6363636363636364,,,0.9431818181818182,,,0.0,1.75,0.6598344067856263,0.0,0.06382978723404255,0.03296703296703297,0.3025210084033613,0.5340909090909091,0.7380952380952381,0.7073170731707317,,,,,,,,,,,,,,,
game-011,qin-court,qin_court,4,46,190,4.130434782608695,28203.58695652174,42.33695652173913,0.1956521739130435,,,0.9565217391304348,,,0.0,1.2173913043478262,0.8695652173913043,0.0,,,,,,,0.061224489795918366,0.041666666666666664,0.02127659574468085,0.8913043478260869,0.8478260869565217,,,,,,,,,,
game-012,tang-court,tang_court,1,92,461,5.010869565217392,39809.086956521736,74.84121739130434,,0.8076923076923077,1.0,0.9560439560439561,,0.17647058823529413,0.010869565217391304,,0.9560439560439561,0.0,,,,,,,,,,,,0.07258064516129033,0.02127659574468085,0.2108843537414966,0.9560439560439561,,,,,,
game-012,ming-court,ming_court,2,53,311,5.867924528301887,38561.71698113208,52.66167924528302,0.11320754716981132,0.2647058823529412,0.3333333333333333,0.9811320754716981,0.2,,0.0,1.0943396226415094,0.9559748427672957,0.0,,,,,,,,,,,,,,,,0.13740458015267176,0.01639344262295082,0.09090909090909091,0.9622641509433962,0.9622641509433962,0.9433962264150944
game-012,shang-court,shang2_court,3,58,240,4.137931034482759,27747.189655172413,41.77756896551725,0.1206896551724138,,,1.0,,,0.0,1.1206896551724137,0.9596692881629361,0.0,0.01694915254237288,0.1076923076923077,0.0,0.9482758620689655,0.9482758620689655,0.9824561403508771,,,,,,,,,,,,,,,
game-012,qin-court,qin_court,4,59,246,4.169491525423729,28549.966101694914,35.49608474576271,0.1206896551724138,,,1.0,,,0.0,1.0862068965517242,0.9573348918760959,0.03278688524590164,,,,,,,0.016666666666666666,0.10606060606060606,0.0,0.9655172413793104,0.9491525423728814,,,,,,,,,,
game-013,qin-court,qin_court,1,60,260,4.333333333333333,29950.05,46.1962,0.13559322033898305,,,0.9833333333333333,,,0.0,1.11864406779661,0.9244350282485876,0.0,,,,,,,0.01639344262295082,0.14492753623188406,0.17142857142857143,0.9166666666666666,0.9322033898305084,,,,,,,,,,
game-013,tang-court,tang_court,2,48,242,5.041666666666667,36166.291666666664,58.90658333333334,,0.7222222222222222,1.0,0.9347826086956522,,0.15,0.0,,0.9347826086956522,0.0,,,,,,,,,,,,0.0,0.0,0.15789473684210525,0.9347826086956522,,,,,,
game-013,ming-court,ming_court,3,67,391,5.835820895522388,41578.53731343283,67.78120895522389,0.208955223880597,0.3695652173913043,0.7142857142857143,0.9701492537313433,0.3333333333333333,,0.0,1.0746268656716418,0.9402985074626867,0.014705882352941176,,,,,,,,,,,,,,,,0.02,0.13043478260869565,0.012345679012345678,0.9402985074626866,0.9402985074626866,0.9402985074626866
game-013,shang-court,shang2_court,4,60,260,4.333333333333333,29338.766666666666,38.79671666666666,0.15,,,0.9830508474576272,,,0.0,1.15,0.9319111630625366,0.0,0.20270270270270271,0.0,0.0625,0.9482758620689655,0.9152542372881356,0.9322033898305084,,,,,,,,,,,,,,,
game-014,qin-court,qin_court,1,62,331,5.338709677419355,25755.322580645163,47.774274193548386,0.3709677419354839,,,1.0,,,0.5806451612903226,1.3225806451612903,0.9038461538461539,0.8074074074074075,,,,,,,0.1527777777777778,0.0,0.0,0.8076923076923077,1.0,,,,,,,,,,
game-014,tang-court,tang_court,2,101,588,5.821782178217822,29240.0099009901,44.716693069306935,,0.5384615384615384,0.875,0.66,,0.07920792079207921,0.009900990099009901,,0.66,0.0078125,,,,,,,,,,,,0.8091286307053942,0.0,0.059322033898305086,0.66,,,,,,
game-014,ming-court,ming_court,3,64,600,9.375,56258.796875,89.8430625,0.34375,0.3037974683544304,0.3181818181818182,0.96875,0.07142857142857142,,0.0,1.28125,0.8690232240437158,0.015384615384615385,,,,,,,,,,,,,,,,0.3472222222222222,0.7784810126582279,0.024844720496894408,0.9508196721311475,0.796875,0.859375
game-014,shang-court,shang2_court,4,71,369,5.197183098591549,26863.87323943662,51.664352112676056,0.39436619718309857,,,0.9295774647887324,,,0.0,1.5211267605633803,0.731455399061033,0.0,0.0,0.11392405063291139,0.7464788732394366,0.8,0.6901408450704225,0.704225352112676,,,,,,,,,,,,,,,
game-015,qin-court,qin_court,1,62,254,4.096774193548387,28344.66129032258,38.40429032258064,0.16363636363636364,,,0.967741935483871,,,0.0,1.1454545454545455,0.9183284457478006,0.0,,,,,,,0.015873015873015872,0.07462686567164178,0.0,0.9818181818181818,0.8548387096774194,,,,,,,,,,
game-015,tang-court,tang_court,2,63,253,4.015873015873016,28048.333333333332,35.7424126984127,,0.0,,0.9682539682539683,,0.0,0.0,,0.9682539682539683,0.0,,,,,,,,,,,,0.0,0.0,0.015625,0.9682539682539683,,,,,,
game-015,ming-court,ming_court,3,76,527,6.934210526315789,55808.32894736842,94.63884210526315,0.5263157894736842,0.40707964601769914,0.525,0.9342105263157895,0.23529411764705882,,0.0,1.2763157894736843,0.8494736842105263,0.0,,,,,,,,,,,,,,,,0.07425742574257425,0.02608695652173913,0.1791044776119403,0.868421052631579,0.8533333333333334,0.8266666666666667
game-015,shang-court,shang2_court,4,61,268,4.39344262295082,31109.868852459018,61.12126229508197,0.29508196721311475,,,0.9672131147540983,,,0.0,1.3442622950819672,0.8596640829349148,0.0,0.06153846153846154,0.0,0.23376623376623376,0.8852459016393442,0.9310344827586207,0.7627118644067796,,,,,,,,,,,,,,,
game-016,qin-court,qin_court,1,63,258,4.095238095238095,28708.650793650795,42.31615873015873,0.22950819672131148,,,0.9523809523809523,,,0.0,1.2295081967213115,0.8550611501431173,0.0,,,,,,,0.07352941176470588,0.015625,0.0,0.8688524590163934,0.8412698412698413,,,,,,,,,,
game-016,tang-court,tang_court,2,68,299,4.397058823529412,31737.54411764706,46.386147058823525,,1.0,0.0,0.9696969696969697,,0.06451612903225806,0.0,,0.9696969696969697,0.0,,,,,,,,,,,,0.0,0.0,0.013157894736842105,0.9696969696969697,,,,,,
game-016,ming-court,ming_court,3,58,342,5.896551724137931,40780.74137931035,61.77018965517241,0.1724137931034483,0.45161290322580644,0.5,0.9649122807017544,0.2,,0.0,1.0862068965517242,0.9293024227234753,0.19444444444444445,,,,,,,,,,,,,,,,0.03816793893129771,0.04225352112676056,0.0,0.9107142857142857,0.9298245614035088,0.9473684210526315
game-016,shang-court,shang2_court,4,71,309,4.352112676056338,31655.676056338027,64.85242253521126,0.5352112676056338,,,0.971830985915493,,,0.0,1.5774647887323943,0.7582159624413145,0.0,0.013888888888888888,0.26595744680851063,0.013888888888888888,0.7746478873239436,0.6363636363636364,0.8636363636363636,,,,,,,,,,,,,,,
