game_id,entity,controller_type,seat,decisions,llm_calls,calls_per_decision,tokens_per_decision,seconds_per_decision,initial_disagreement,opinion_change,consensus_formation,emperor_adoption,minority_adoption,review_intervention,fallback_rate,error_rate,advice_diversity,officer_decider_agreement
MI01,ming-court,ming_court,1,60,378,6.3,45778.066666666666,77.29805,0.2833333333333333,0.46296296296296297,0.4117647058823529,0.9833333333333333,0.2222222222222222,,0.0,0.06878306878306878,1.1833333333333333,0.9195402298850575
MI01,baseline-1,llm_baseline,2,87,95,1.0919540229885059,6423.103448275862,3.376091954022989,,,,,,,0.0,0.08421052631578947,,
MI01,baseline-2,llm_baseline,3,69,75,1.0869565217391304,6353.811594202899,2.7431884057971017,,,,,,,0.0,0.08,,
MI01,baseline-3,llm_baseline,4,63,68,1.0793650793650793,6219.666666666667,2.746063492063492,,,,,,,0.0,0.07352941176470588,,
MI02,baseline-1,llm_baseline,1,67,70,1.044776119402985,8664.10447761194,27.558388059701493,,,,,,,0.0,0.04285714285714286,,
MI02,ming-court,ming_court,2,55,323,5.872727272727273,39918.72727272727,59.287,0.12727272727272726,0.42857142857142855,0.14285714285714285,1.0,0.0,,0.0,0.08359133126934984,1.1090909090909091,0.9629629629629629
MI02,baseline-2,llm_baseline,3,59,59,1.0,7556.559322033899,18.957830508474576,,,,,,,0.0,0.0,,
MI02,baseline-3,llm_baseline,4,83,84,1.0120481927710843,8501.795180722891,30.395927710843374,,,,,,,0.0,0.011904761904761904,,
MI03,baseline-1,llm_baseline,1,85,97,1.1411764705882352,8457.317647058824,25.080270588235294,,,,,,,0.0,0.12371134020618557,,
MI03,baseline-2,llm_baseline,2,58,71,1.2241379310344827,8201.879310344828,19.094896551724137,,,,,,,0.017241379310344827,0.19718309859154928,,
MI03,ming-court,ming_court,3,56,314,5.607142857142857,38465.78571428572,52.02023214285714,0.10714285714285714,0.55,0.5,1.0,0.0,,0.0,0.050955414012738856,1.0714285714285714,0.9759036144578314
MI03,baseline-3,llm_baseline,4,62,76,1.2258064516129032,8182.725806451613,22.36840322580645,,,,,,,0.0,0.18421052631578946,,
MI04,baseline-1,llm_baseline,1,61,99,1.6229508196721312,9722.016393442624,5.407754098360655,,,,,,,0.0,0.3838383838383838,,
MI04,baseline-2,llm_baseline,2,60,94,1.5666666666666667,9309.066666666668,4.8425666666666665,,,,,,,0.0,0.3617021276595745,,
MI04,baseline-3,llm_baseline,3,55,94,1.709090909090909,10056.290909090909,5.225581818181817,,,,,,,0.0,0.4148936170212766,,
MI04,ming-court,ming_court,4,66,401,6.075757575757576,42975.621212121216,65.79486363636364,0.26153846153846155,0.35,0.47058823529411764,1.0,0.0,,0.0,0.04987531172069826,1.1384615384615384,0.9536082474226805
MI05,ming-court,ming_court,1,85,643,7.564705882352941,61389.623529411765,109.8004,0.5176470588235295,0.4788732394366197,0.25,0.8705882352941177,0.23076923076923078,,0.0,0.1346153846153846,1.4705882352941178,0.7480314960629921
MI05,baseline-1,llm_baseline,2,64,64,1.0,7708.1875,21.7241875,,,,,,,0.0,0.0,,
MI05,baseline-2,llm_baseline,3,56,56,1.0,7462.125,19.465535714285714,,,,,,,0.0,0.0,,
MI05,baseline-3,llm_baseline,4,63,65,1.0317460317460319,8009.3650793650795,23.394793650793652,,,,,,,0.0,0.03076923076923077,,
MI06,ming-court,ming_court,1,65,427,6.569230769230769,48485.61538461538,81.69276923076923,0.3384615384615385,0.29577464788732394,0.5454545454545454,0.9365079365079365,0.2,,0.0,0.07113821138211382,1.1692307692307693,0.8918918918918919
MI06,baseline-1,llm_baseline,2,72,81,1.125,8253.555555555555,23.564791666666665,,,,,,,0.0,0.1111111111111111,,
MI06,baseline-2,llm_baseline,3,101,130,1.2871287128712872,9675.029702970298,28.25270297029703,,,,,,,0.0,0.2230769230769231,,
MI06,baseline-3,llm_baseline,4,74,81,1.0945945945945945,7963.013513513513,24.854824324324326,,,,,,,0.0,0.08641975308641975,,
MI07,ming-court,ming_court,1,58,346,5.9655172413793105,41810.81034482759,68.59424137931035,0.1896551724137931,0.4418604651162791,0.45454545454545453,0.9482758620689655,0.0,,0.0,0.04950495049504951,1.1551724137931034,0.8947368421052632
MI07,baseline-1,llm_baseline,2,69,114,1.6521739130434783,10187.72463768116,4.225884057971014,,,,,,,0.0,0.39473684210526316,,
MI07,baseline-2,llm_baseline,3,62,96,1.5483870967741935,9492.09677419355,4.037096774193548,,,,,,,0.0,0.3541666666666667,,
MI07,baseline-3,llm_baseline,4,58,97,1.6724137931034482,10037.51724137931,3.653741379310345,,,,,,,0.0,0.4020618556701031,,
MI08,baseline-1,llm_baseline,1,74,94,1.2702702702702702,8747.243243243243,24.858945945945944,,,,,,,0.02702702702702703,0.24210526315789474,,
MI08,ming-court,ming_court,2,95,726,7.6421052631578945,61137.84210526316,112.57583157894736,0.6210526315789474,0.45108695652173914,0.2711864406779661,0.8863636363636364,0.2222222222222222,,0.042105263157894736,0.09634146341463415,1.5368421052631578,0.7424242424242424
MI08,baseline-2,llm_baseline,3,70,84,1.2,7784.785714285715,18.7639,,,,,,,0.02857142857142857,0.22093023255813954,,
MI08,baseline-3,llm_baseline,4,60,73,1.2166666666666666,7178.35,16.601966666666666,,,,,,,0.05,0.26666666666666666,,
MI09,baseline-1,llm_baseline,1,84,129,1.5357142857142858,9512.916666666666,4.45447619047619,,,,,,,0.0,0.3488372093023256,,
MI09,ming-court,ming_court,2,77,511,6.636363636363637,51543.68831168831,89.5451948051948,0.42857142857142855,0.48,0.48484848484848486,0.961038961038961,0.11764705882352941,,0.0,0.05782312925170068,1.2207792207792207,0.8893805309734514
MI09,baseline-2,llm_baseline,3,63,109,1.7301587301587302,10697.888888888889,4.37847619047619,,,,,,,0.0,0.42201834862385323,,
MI09,baseline-3,llm_baseline,4,76,118,1.5526315789473684,9656.276315789473,4.004934210526316,,,,,,,0.0,0.3559322033898305,,
MI10,baseline-1,llm_baseline,1,57,62,1.087719298245614,6215.350877192983,2.355719298245614,,,,,,,0.0,0.08064516129032258,,
MI10,ming-court,ming_court,2,87,605,6.954022988505747,56790.87356321839,112.49567816091954,0.5172413793103449,0.582089552238806,0.35555555555555557,0.7471264367816092,0.38461538461538464,,0.0,0.05202312138728324,1.367816091954023,0.7065637065637066
MI10,baseline-2,llm_baseline,3,69,78,1.1304347826086956,6502.855072463768,2.5135507246376814,,,,,,,0.0,0.11538461538461539,,
MI10,baseline-3,llm_baseline,4,62,69,1.1129032258064515,6427.1612903225805,2.48508064516129,,,,,,,0.0,0.10144927536231885,,
MI11,baseline-1,llm_baseline,1,69,69,1.0,7817.710144927536,19.716391304347827,,,,,,,0.0,0.0,,
MI11,baseline-2,llm_baseline,2,61,62,1.0163934426229508,7742.819672131148,22.967311475409836,,,,,,,0.0,0.016129032258064516,,
MI11,ming-court,ming_court,3,60,385,6.416666666666667,44563.75,66.766,0.26666666666666666,0.35,0.5,0.9491525423728814,0.2857142857142857,,0.0,0.08783783783783784,1.15,0.9222222222222223
MI11,baseline-3,llm_baseline,4,61,62,1.0163934426229508,8572.622950819672,29.813180327868853,,,,,,,0.0,0.016129032258064516,,
