game,seat,z_luck,z_luck_massets,n_decisions,points,rank,net_worth
sane-254,4.0,-0.10845295055821369,-0.020733652312599715,19.0,3.0,1.0,3394.0
sane-255,1.0,-0.0283664816527906,-0.03193189604961111,25.0,2.0,2.0,2860.0
sane-255,2.0,0.022154471544715393,-0.0007113821138211573,41.0,1.0,3.0,1634.0
sane-255,3.0,-0.012634356384356338,-0.017871017871017858,18.0,3.0,1.0,6609.0
sane-255,4.0,-0.09333333333333338,-0.01100000000000001,25.0,0.0,4.0,0.0
sane-256,1.0,-0.08735380116959063,-0.03581871345029236,19.0,2.0,2.0,3357.0
sane-256,2.0,-0.07407407407407407,0.08333333333333337,9.0,3.0,1.0,4134.0
sane-256,3.0,-0.0625,-0.04999999999999999,10.0,1.0,3.0,2194.0
sane-256,4.0,0.01935483870967747,0.012903225806451646,31.0,0.0,4.0,1243.0
sane-257,1.0,0.011904761904761862,0.042328042328042326,21.0,3.0,1.0,4554.0
sane-257,2.0,-0.024999999999999967,-0.03888888888888886,15.0,0.0,4.0,1168.0
sane-257,3.0,-0.01415343915343914,-0.042526455026455134,21.0,1.0,3.0,3167.0
sane-257,4.0,-0.08012820512820518,0.0064102564102563875,13.0,2.0,2.0,3910.0
sane-258,1.0,0.11882716049382713,0.02083333333333337,18.0,3.0,1.0,5007.0
sane-258,2.0,-0.05780895691609972,-0.046329365079365026,49.0,0.0,4.0,0.0
sane-258,3.0,-0.033816425120772986,0.03200483091787443,23.0,2.0,2.0,4272.0
sane-258,4.0,-0.006200396825396914,-0.08730158730158727,12.0,1.0,3.0,1114.0
sane-259,1.0,0.005072463768115876,0.008695652173912993,23.0,1.0,3.0,1663.0
sane-259,2.0,0.020061728395061706,0.004629629629629539,18.0,2.0,2.0,3121.0
sane-259,3.0,-0.08385416666666667,-0.0390625,10.0,3.0,1.0,6122.0
sane-259,4.0,-0.07453703703703701,-0.04583333333333334,30.0,0.0,4.0,1609.0
sane-260,1.0,-0.02275670418063036,-0.0644179093967357,18.0,3.0,1.0,3562.0
sane-260,2.0,0.11250000000000004,0.06249999999999989,10.0,0.0,4.0,2144.0
sane-260,3.0,0.04861111111111116,-0.021825396825396803,18.0,2.0,2.0,3057.0
sane-260,4.0,0.020439906309471456,-0.09729541794759194,11.0,1.0,3.0,2500.0
sane-261,1.0,0.026914414414414445,0.010397897897897912,37.0,0.0,4.0,848.0
sane-261,2.0,-0.03947368421052633,0.06798245614035092,19.0,1.0,3.0,2838.0
sane-261,3.0,-0.08072916666666669,-0.015625,16.0,3.0,1.0,3638.0
sane-261,4.0,-0.021929824561403577,0.04166666666666663,19.0,2.0,2.0,2970.0
sane-262,1.0,-0.01944444444444443,0.025000000000000022,15.0,3.0,1.0,6666.0
sane-262,2.0,-0.08680555555555552,-0.025694444444444464,20.0,1.0,3.0,1061.0
sane-262,3.0,0.08107142857142857,0.07146825396825385,35.0,2.0,2.0,1149.0
sane-262,4.0,-0.018818681318681307,-0.04194139194139185,39.0,0.0,4.0,0.0
sane-263,1.0,0.06613756613756616,0.06481481481481477,21.0,3.0,1.0,4985.0
sane-263,2.0,-0.019153225806451735,0.012039170506912389,31.0,1.0,3.0,0.0
sane-263,3.0,0.05902777777777779,0.0532407407407407,18.0,2.0,2.0,0.0
sane-263,4.0,-0.07423611111111106,-0.03187499999999999,20.0,0.0,4.0,0.0
sane-264,1.0,-0.019791666666666707,0.006249999999999978,20.0,0.0,4.0,2297.0
sane-264,2.0,0.010912698412698374,0.05555555555555558,14.0,3.0,1.0,4280.0
sane-264,3.0,0.0008101851851851638,0.02430555555555547,24.0,2.0,2.0,3222.0
sane-264,4.0,-0.1316666666666667,-0.020000000000000018,25.0,1.0,3.0,3209.0
sane-265,1.0,0.0185546875,0.01497395833333326,16.0,3.0,1.0,4153.0
sane-265,2.0,0.02717391304347827,0.023550724637681264,23.0,2.0,2.0,4138.0
sane-265,3.0,0.04070723684210531,-0.00931103801169586,24.0,1.0,3.0,2456.0
sane-265,4.0,-0.006944444444444531,-0.054487179487179516,26.0,0.0,4.0,0.0
sane-266,1.0,-0.009416308329351974,0.024466475553432065,23.0,2.0,2.0,3273.0
sane-266,2.0,0.012626262626262652,0.04734848484848486,22.0,0.0,4.0,1920.0
sane-266,3.0,-0.0034444444444444167,0.042444444444444396,15.0,1.0,3.0,3005.0
sane-266,4.0,0.0,-0.025000000000000022,10.0,3.0,1.0,3375.0
sane-267,1.0,0.04774305555555558,-0.038194444444444475,12.0,2.0,2.0,2653.0
sane-267,2.0,-0.10416666666666663,-0.04791666666666672,20.0,0.0,4.0,1644.0
sane-267,3.0,0.05208333333333337,0.004166666666666652,20.0,3.0,1.0,4658.0
sane-267,4.0,-0.047371031746031744,0.01125992063492065,20.0,1.0,3.0,2363.0
sane-268,1.0,0.08229166666666665,0.043749999999999956,20.0,1.0,3.0,2656.0
sane-268,2.0,0.06931089743589736,-0.018830128205128138,26.0,0.0,4.0,2423.0
sane-268,3.0,0.032138694638694676,-0.03988927738927739,13.0,3.0,1.0,4475.0
sane-268,4.0,-0.05185185185185187,-0.0027777777777777124,15.0,2.0,2.0,3296.0
sane-269,1.0,0.1315789473684209,0.06140350877192979,19.0,1.0,3.0,2636.0
sane-269,2.0,0.10631313131313125,0.051515151515151625,22.0,2.0,2.0,3001.0
sane-269,3.0,-0.1689814814814815,0.00694444444444442,9.0,3.0,1.0,5470.0
sane-269,4.0,-0.01888020833333337,-0.05351562500000007,16.0,0.0,4.0,2229.0
sane-270,1.0,0.05116666666666658,-0.07466666666666666,25.0,0.0,4.0,658.0
sane-270,2.0,-0.006400966183574941,0.012258454106280237,23.0,1.0,3.0,2328.0
sane-270,3.0,0.059294871794871806,0.07692307692307698,13.0,3.0,1.0,6460.0
sane-270,4.0,0.01592272711553755,-0.03533388664107617,27.0,2.0,2.0,3079.0
sane-271,1.0,-0.0761869175982553,0.09779583339687958,19.0,2.0,2.0,3094.0
sane-271,2.0,0.11693553025074754,0.03999568668046927,20.0,3.0,1.0,5049.0
sane-271,3.0,-0.013257575757575801,-0.005681818181818288,22.0,1.0,3.0,1843.0
sane-271,4.0,-0.07096774193548383,-0.059005376344086036,31.0,0.0,4.0,1450.0
sane-272,1.0,-0.12472222222222223,0.010530303030303001,20.0,1.0,3.0,2961.0
sane-272,2.0,0.13392857142857129,-0.08333333333333337,14.0,0.0,4.0,858.0
sane-272,3.0,0.09857804232804224,0.015019841269841239,35.0,3.0,1.0,3769.0
sane-272,4.0,0.1037280701754385,0.02880116959064316,19.0,2.0,2.0,3379.0
sane-273,1.0,0.07761437908496738,0.014705882352941124,17.0,1.0,3.0,2721.0
sane-273,2.0,0.03700915551405748,0.00762203029359898,18.0,3.0,1.0,3721.0
sane-273,3.0,-0.10396090534979419,-0.03575102880658437,27.0,0.0,4.0,1702.0
sane-273,4.0,-0.00396825396825401,-0.009920634920634885,21.0,2.0,2.0,3291.0
sane-274,1.0,-0.03166666666666662,0.016527777777777808,20.0,1.0,3.0,2993.0
sane-274,2.0,-0.16964285714285715,0.0982142857142857,14.0,2.0,2.0,3020.0
sane-274,3.0,0.00694444444444442,-0.07829861111111114,16.0,3.0,1.0,4574.0
sane-274,4.0,0.06559121233034282,0.041781688520819094,21.0,0.0,4.0,1088.0
sane-275,1.0,0.012083333333333335,0.027083333333333348,20.0,3.0,1.0,5134.0
sane-275,2.0,-0.012975146198830334,-0.0005482456140350478,38.0,0.0,4.0,1840.0
sane-275,3.0,-0.027525252525252564,-0.0075757575757576245,22.0,2.0,2.0,2837.0
sane-275,4.0,0.07807017543859651,0.12236842105263157,19.0,1.0,3.0,2091.0
sane-276,1.0,-0.014985380116959102,0.033991228070175405,19.0,3.0,1.0,3808.0
sane-276,2.0,-0.14934689153439146,-0.09813161375661378,24.0,2.0,2.0,3184.0
sane-276,3.0,0.0318494776828111,-0.0019468186134852794,18.0,1.0,3.0,2750.0
sane-276,4.0,0.0,-0.011904761904761918,14.0,0.0,4.0,2713.0
sane-277,1.0,0.03645833333333326,-0.0625,16.0,1.0,3.0,3130.0
sane-277,2.0,0.008547008547008517,-5.551115123125783e-17,13.0,3.0,1.0,3374.0
sane-277,3.0,0.035875496031746,-0.013783482142857184,32.0,2.0,2.0,3253.0
sane-277,4.0,0.06944444444444442,0.039583333333333304,20.0,0.0,4.0,2283.0
sane-278,1.0,-0.02083333333333337,-0.07891414141414138,22.0,0.0,4.0,580.0
sane-278,2.0,-0.025046296296296344,-0.023749999999999938,30.0,2.0,2.0,3543.0
sane-278,3.0,-0.022376543209876587,0.029320987654321007,27.0,1.0,3.0,2955.0
sane-278,4.0,-0.0565862708719852,-0.05074984539270261,21.0,3.0,1.0,4052.0
sane-279,1.0,-0.008225720135883519,0.005645621015403113,19.0,0.0,4.0,2070.0
sane-279,2.0,0.010185185185185186,0.02546296296296291,12.0,3.0,1.0,3565.0
sane-279,3.0,0.01325757575757569,0.023358585858585856,22.0,2.0,2.0,3175.0
sane-279,4.0,-0.01602564102564108,0.012820512820512886,13.0,1.0,3.0,3143.0
sane-280,1.0,-0.01736111111111116,0.10069444444444442,12.0,3.0,1.0,5978.0
sane-280,2.0,-0.0024305555555554914,-0.05451388888888886,36.0,0.0,4.0,1192.0
sane-280,3.0,0.010545267489711851,0.001954732510287993,27.0,1.0,3.0,1845.0
sane-280,4.0,0.018939393939393923,-0.027777777777777735,11.0,2.0,2.0,2150.0
sane-281,1.0,-0.03618421052631576,-0.09978070175438597,19.0,1.0,3.0,2475.0
sane-281,2.0,-0.09635416666666669,0.02517361111111105,24.0,2.0,2.0,3588.0
sane-281,3.0,-0.007936507936507908,0.031746031746031744,21.0,0.0,4.0,2384.0
sane-281,4.0,-0.025473161599322613,0.0005650202051130648,19.0,3.0,1.0,3821.0
sane-282,1.0,0.02430555555555547,0.04166666666666663,12.0,2.0,2.0,2825.0
sane-282,2.0,0.008854166666666718,-0.0078125,40.0,0.0,4.0,615.0
sane-282,3.0,0.005433006535947582,-0.047834967320261434,20.0,3.0,1.0,5185.0
sane-282,4.0,-0.060416666666666674,-0.04236111111111113,30.0,1.0,3.0,2428.0
sane-283,1.0,0.028240740740740677,-0.011574074074074125,18.0,3.0,1.0,3296.0
sane-283,2.0,-0.041919191919191856,0.021969696969696972,11.0,0.0,4.0,2099.0
sane-283,3.0,-0.002496257123539014,-0.02187419508033095,24.0,1.0,3.0,2501.0
sane-283,4.0,0.047247023809523836,0.05381944444444453,24.0,2.0,2.0,2986.0
sane-284,1.0,0.012916666666666687,-0.007083333333333275,20.0,0.0,4.0,0.0
sane-284,2.0,0.07017543859649122,0.07236842105263153,19.0,3.0,1.0,7525.0
sane-284,3.0,-0.008152173913043459,-0.022644927536231818,23.0,1.0,3.0,1077.0
sane-284,4.0,0.023333333333333317,-0.03833333333333333,25.0,2.0,2.0,1817.0
sane-285,1.0,0.10766950440863476,0.019667832167832078,26.0,3.0,1.0,4257.0
sane-285,2.0,0.0065743284493284815,0.02094398656898655,52.0,0.0,4.0,1133.0
sane-285,3.0,-0.018262987012987064,-0.007846320346320435,22.0,1.0,3.0,1688.0
sane-285,4.0,0.0669642857142857,-0.047321428571428625,14.0,2.0,2.0,3611.0
sane-286,1.0,-0.020920138888888884,0.00434027777777779,16.0,1.0,3.0,1247.0
sane-286,2.0,0.0641025641025641,0.04166666666666674,13.0,3.0,1.0,5474.0
sane-286,3.0,0.007174012855830969,0.07544765840220391,33.0,0.0,4.0,0.0
sane-286,4.0,-0.05089930709125762,0.0685445230723869,19.0,2.0,2.0,4005.0
sane-287,1.0,0.07750000000000001,-0.04090277777777784,20.0,3.0,1.0,4968.0
sane-287,2.0,-0.01302083333333337,-0.02083333333333337,16.0,0.0,4.0,1601.0
sane-287,3.0,-0.09523809523809529,-0.07142857142857145,14.0,2.0,2.0,2644.0
sane-287,4.0,0.05731209150326788,0.00539215686274519,20.0,1.0,3.0,2463.0
sane-288,1.0,-0.007371794871794846,0.09679487179487178,13.0,3.0,1.0,4218.0
sane-288,2.0,0.03125,0.025000000000000022,10.0,2.0,2.0,3531.0
sane-288,3.0,0.05085125448028671,0.013216845878136207,31.0,0.0,4.0,1467.0
sane-288,4.0,-0.005701933551198302,-0.0344669117647059,24.0,1.0,3.0,3333.0
sane-289,1.0,0.05161392042196988,0.07047472985295467,18.0,3.0,1.0,5953.0
sane-289,2.0,-0.026315789473684237,-0.030701754385964952,19.0,1.0,3.0,0.0
sane-289,3.0,0.0028935185185184897,0.02488425925925919,18.0,2.0,2.0,1534.0
sane-289,4.0,0.012670068027210823,0.013463718820861725,21.0,0.0,4.0,0.0
sane-290,1.0,-0.016184573002754776,-0.05853994490358122,11.0,1.0,3.0,2490.0
sane-290,2.0,0.0068840579710144345,0.02644927536231878,23.0,2.0,2.0,2701.0
sane-290,3.0,0.08996212121212122,0.025568181818181768,22.0,3.0,1.0,4644.0
sane-290,4.0,0.021862139917695478,-0.03657407407407409,27.0,0.0,4.0,2249.0
sane-291,1.0,-0.0234375,-0.0234375,8.0,3.0,1.0,5790.0
sane-291,2.0,0.0239247311827957,-0.08897849462365592,31.0,1.0,3.0,1676.0
sane-291,3.0,0.045225694444444464,0.007552083333333348,32.0,0.0,4.0,75.0
sane-291,4.0,-0.00564290843491666,-0.0439649798549096,16.0,2.0,2.0,3946.0
sane-292,1.0,-0.0012018683071314817,-0.019674185463659122,19.0,3.0,1.0,5066.0
sane-292,2.0,-0.051587301587301626,0.015873015873015928,21.0,2.0,2.0,3015.0
sane-292,3.0,0.09920634920634919,0.04365079365079361,21.0,1.0,3.0,2116.0
sane-292,4.0,0.028817607289829628,-0.04345605526161078,27.0,0.0,4.0,1299.0
sane-293,1.0,0.08333333333333326,-0.06372549019607848,17.0,1.0,3.0,1776.0
sane-293,2.0,-0.08072916666666669,-0.02083333333333337,16.0,2.0,2.0,3017.0
sane-293,3.0,0.04814814814814805,0.04583333333333328,18.0,0.0,4.0,0.0
sane-293,4.0,0.027056901191849114,0.061398088647223514,17.0,3.0,1.0,4883.0
sane-294,1.0,0.0,0.0,13.0,1.0,3.0,2357.0
sane-294,2.0,0.04062500000000002,-0.039583333333333415,20.0,0.0,4.0,1504.0
sane-294,3.0,0.024140211640211517,-0.000330687830687848,21.0,3.0,1.0,4207.0
sane-294,4.0,0.0329059829059829,-0.02083333333333337,26.0,2.0,2.0,3177.0
sane-295,1.0,0.0012626262626261875,0.05429292929292928,22.0,3.0,1.0,5306.0
sane-295,2.0,-0.004495287698412731,-0.02793278769841273,32.0,1.0,3.0,1554.0
sane-295,3.0,-0.004912217412217368,0.026136363636363624,30.0,0.0,4.0,1355.0
sane-295,4.0,0.09027777777777779,0.025000000000000022,10.0,2.0,2.0,2094.0
sane-296,1.0,0.022058823529411797,0.07475490196078427,34.0,0.0,4.0,1405.0
sane-296,2.0,0.0037878787878787845,0.07196969696969702,11.0,2.0,2.0,3894.0
sane-296,3.0,0.012847222222222121,-0.027083333333333348,24.0,3.0,1.0,4732.0
sane-296,4.0,-0.11518928901200376,-0.04062788550323171,19.0,1.0,3.0,2459.0
sane-297,1.0,0.07663398692810452,-0.050163398692810446,17.0,1.0,3.0,2899.0
sane-297,2.0,0.05681818181818177,0.0,11.0,3.0,1.0,4893.0
sane-297,3.0,0.021791187739463647,0.02083333333333326,29.0,0.0,4.0,0.0
sane-297,4.0,-0.029449811006613202,-0.025064383567188597,31.0,2.0,2.0,2967.0
sane-298,1.0,0.00455729166666663,-0.09440104166666669,16.0,3.0,1.0,5846.0
sane-298,2.0,-0.08750000000000002,-0.03749999999999998,10.0,2.0,2.0,2708.0
sane-298,3.0,-0.04646825396825399,0.0303174603174603,35.0,0.0,4.0,1401.0
sane-298,4.0,-0.008928571428571452,-0.008928571428571452,14.0,1.0,3.0,1531.0
sane-299,1.0,0.026628352490421503,0.029214559386973038,29.0,2.0,2.0,2200.0
sane-299,2.0,-0.05357554786620533,-0.05798731257208761,17.0,0.0,4.0,1414.0
sane-299,3.0,0.044191919191919116,-0.014716126785092265,29.0,3.0,1.0,5105.0
sane-299,4.0,-0.03238304093567246,-0.06586257309941529,19.0,1.0,3.0,2168.0
sane-300,1.0,-0.04722222222222222,-0.025000000000000022,15.0,3.0,1.0,4395.0
sane-300,2.0,0.035453216374269125,-0.013157894736842202,19.0,0.0,4.0,1629.0
sane-300,3.0,-0.031622023809523836,0.04836309523809523,20.0,1.0,3.0,2157.0
sane-300,4.0,0.024921033073207033,0.03482905982905993,26.0,2.0,2.0,2448.0
sane-301,1.0,-0.016121031746031744,0.010912698412698374,28.0,2.0,2.0,3239.0
sane-301,2.0,0.008620689655172376,0.050287356321839005,29.0,3.0,1.0,4612.0
sane-301,3.0,-0.007352941176470562,0.0,17.0,0.0,4.0,982.0
sane-301,4.0,-0.030036630036629985,-0.059203296703296715,26.0,1.0,3.0,2226.0
sane-302,1.0,-0.0022238756613756627,0.05190972222222223,24.0,0.0,4.0,1898.0
sane-302,2.0,0.023263888888888973,0.04409722222222223,20.0,2.0,2.0,2686.0
sane-302,3.0,-0.042824074074074125,0.07407407407407396,18.0,3.0,1.0,4122.0
sane-302,4.0,-0.03571428571428564,-0.09623015873015872,14.0,1.0,3.0,2132.0
sane-303,1.0,-0.12217261904761906,-0.09389880952380952,28.0,0.0,4.0,0.0
sane-303,2.0,-0.040570175438596534,-0.03234649122807021,19.0,2.0,2.0,3436.0
sane-303,3.0,-0.18518518518518517,0.00462962962962965,9.0,1.0,3.0,1860.0
sane-303,4.0,-0.002192982456140413,0.019736842105263164,19.0,3.0,1.0,5452.0
sane-304,1.0,0.03327546296296302,0.12384259259259256,16.0,3.0,1.0,2805.0
sane-304,2.0,-0.032053913519430766,-0.050718390804597724,29.0,0.0,4.0,2061.0
sane-304,3.0,-0.02380952380952378,-0.05357142857142855,14.0,2.0,2.0,2805.0
sane-304,4.0,0.06679292929292924,-0.0035353535353535026,22.0,1.0,3.0,2680.0
sane-305,1.0,0.09615384615384626,0.045192307692307754,10.0,2.0,2.0,3368.0
sane-305,2.0,0.018121693121693094,0.04285714285714293,21.0,3.0,1.0,3889.0
sane-305,3.0,0.05208333333333337,-0.02604166666666663,16.0,0.0,4.0,1883.0
sane-305,4.0,0.04924242424242431,0.03345959595959591,22.0,1.0,3.0,2767.0
sane-306,1.0,0.13629718234981392,0.04995443153337897,19.0,3.0,1.0,4832.0
sane-306,2.0,-0.023501461988304106,0.0041301169590642894,19.0,0.0,4.0,0.0
sane-306,3.0,-0.020852102102101977,-0.00775686400686415,37.0,2.0,2.0,2935.0
sane-306,4.0,0.0641025641025641,-0.08333333333333337,13.0,1.0,3.0,2259.0
sane-307,1.0,-0.020476190476190537,-0.0398412698412699,35.0,0.0,4.0,242.0
sane-307,2.0,0.02941176470588236,0.026960784313725394,17.0,3.0,1.0,7024.0
sane-307,3.0,0.10616531165311649,0.025474254742547386,41.0,1.0,3.0,1636.0
sane-307,4.0,-0.013888888888888895,0.02430555555555547,12.0,2.0,2.0,3552.0
sane-308,1.0,-0.10230986333927516,0.015337195484254273,17.0,3.0,1.0,5934.0
sane-308,2.0,-0.013333333333333308,-0.08694444444444449,15.0,2.0,2.0,2545.0
sane-308,3.0,-0.07893518518518516,-0.03726851851851859,18.0,0.0,4.0,0.0
sane-308,4.0,-0.03708333333333336,0.033055555555555505,20.0,1.0,3.0,1732.0
sane-309,1.0,-0.039705882352941146,-0.021078431372549056,17.0,0.0,4.0,1302.0
sane-309,2.0,0.005401234567901203,0.0015432098765432167,18.0,1.0,3.0,2772.0
sane-309,3.0,-0.0666666666666666,0.01666666666666672,5.0,3.0,1.0,3545.0
sane-309,4.0,0.05043859649122806,-0.03728070175438597,19.0,2.0,2.0,3491.0
sane-310,1.0,0.012361111111111045,-0.07194444444444448,20.0,3.0,1.0,4311.0
sane-310,2.0,0.0,-0.041666666666666685,16.0,2.0,2.0,4096.0
sane-310,3.0,-0.0855769230769231,-0.003525641025641013,26.0,0.0,4.0,593.0
sane-310,4.0,-0.020833333333333315,-0.0897435897435897,26.0,1.0,3.0,2907.0
sane-311,1.0,-0.02594696969696969,0.002272727272727204,22.0,0.0,4.0,1900.0
sane-311,2.0,0.0535714285714286,-0.0019841269841269216,14.0,3.0,1.0,4562.0
sane-311,3.0,0.07438271604938274,0.03225308641975311,27.0,1.0,3.0,2145.0
sane-311,4.0,0.11959876543209857,0.10069444444444442,18.0,2.0,2.0,2303.0
sane-312,1.0,-0.029207516339869344,-0.02757352941176472,17.0,1.0,3.0,2150.0
sane-312,2.0,-0.038451867816092,0.009728208812260553,20.0,3.0,1.0,4504.0
sane-312,3.0,-0.038983585858585856,-0.02710086980920312,36.0,0.0,4.0,0.0
sane-312,4.0,0.02777777777777779,0.006687242798353865,27.0,2.0,2.0,3984.0
sane-313,1.0,0.06319444444444444,0.0024999999999999467,25.0,0.0,4.0,1358.0
sane-313,2.0,-0.12400793650793657,0.03472222222222221,14.0,1.0,3.0,2947.0
sane-313,3.0,-0.08531746031746035,-0.02579365079365087,21.0,2.0,2.0,3706.0
sane-313,4.0,-0.050457875457875445,0.04363553113553109,26.0,3.0,1.0,4142.0
sane-314,1.0,0.005208333333333259,-0.03993055555555558,12.0,1.0,3.0,2405.0
sane-314,2.0,-0.04861111111111116,0.00694444444444442,12.0,3.0,1.0,5076.0
sane-314,3.0,0.023611111111111138,0.011111111111111072,6.0,2.0,2.0,3078.0
sane-314,4.0,0.06666666666666665,-0.016666666666666607,10.0,0.0,4.0,980.0
sane-315,1.0,-0.05952380952380959,-0.021494708994708955,14.0,3.0,1.0,4067.0
sane-315,2.0,-0.023148148148148195,0.06481481481481477,21.0,1.0,3.0,1885.0
sane-315,3.0,0.0848214285714286,0.06994047619047616,14.0,2.0,2.0,3860.0
sane-315,4.0,-0.03308823529411764,-0.04779411764705882,17.0,0.0,4.0,0.0
sane-316,1.0,-0.03888888888888892,0.05833333333333335,20.0,1.0,3.0,3001.0
sane-316,2.0,-0.0024975633528264707,-0.08668372319688111,9.0,2.0,2.0,3117.0
sane-316,3.0,-0.054398148148148195,-0.043981481481481455,24.0,3.0,1.0,3658.0
sane-316,4.0,-0.060763888888888895,0.03038194444444442,16.0,0.0,4.0,1612.0
sane-317,1.0,-0.026681096681096694,0.025144300144300136,25.0,2.0,2.0,4602.0
sane-317,2.0,0.024358974358974383,0.049358974358974295,13.0,1.0,3.0,1915.0
sane-317,3.0,-0.06640625,0.03776041666666674,16.0,3.0,1.0,4822.0
sane-317,4.0,0.06396447467876043,-0.06986961451247165,21.0,0.0,4.0,0.0
sane-318,1.0,0.032207076403631296,0.03812679925165463,17.0,3.0,1.0,4437.0
sane-318,2.0,0.08796296296296302,-0.046296296296296224,9.0,0.0,4.0,2122.0
sane-318,3.0,0.0578220876862654,-0.02357422427006256,27.0,1.0,3.0,2734.0
sane-318,4.0,-0.020751633986928086,0.0,17.0,2.0,2.0,3011.0
sane-319,1.0,0.029000000000000026,0.02200000000000002,25.0,0.0,4.0,0.0
sane-319,2.0,-0.10277777777777775,0.025000000000000022,5.0,2.0,2.0,3330.0
sane-319,3.0,-0.0546085858585858,-0.0018939393939393923,22.0,3.0,1.0,5406.0
sane-319,4.0,0.007575757575757458,-0.055871212121212155,22.0,1.0,3.0,981.0
sane-320,1.0,0.07048611111111114,0.019560185185185208,24.0,3.0,1.0,4352.0
sane-320,2.0,-0.09722222222222227,0.05208333333333326,12.0,2.0,2.0,2636.0
sane-320,3.0,-0.03273809523809529,0.05208333333333337,14.0,0.0,4.0,1368.0
sane-320,4.0,-0.048611111111111105,0.01388888888888884,16.0,1.0,3.0,1987.0
sane-321,1.0,-0.020653735632183867,-0.033584770114942486,29.0,1.0,3.0,1149.0
sane-321,2.0,-0.023809523809523836,0.0535714285714286,14.0,3.0,1.0,5381.0
sane-321,3.0,-0.02222222222222231,0.03749999999999998,20.0,0.0,4.0,0.0
sane-321,4.0,0.02777777777777779,0.0625,12.0,2.0,2.0,3680.0
sane-322,1.0,0.03944444444444428,-0.03500000000000003,15.0,3.0,1.0,3816.0
sane-322,2.0,0.06666666666666665,0.0,10.0,1.0,3.0,2849.0
sane-322,3.0,0.0025427890011223697,-0.029093013468013573,18.0,0.0,4.0,2723.0
sane-322,4.0,0.049516908212560384,0.019927536231884035,23.0,2.0,2.0,3109.0
sane-323,1.0,0.03780864197530864,0.02494855967078191,18.0,2.0,2.0,3813.0
sane-323,2.0,0.025231481481481577,0.015972222222222165,18.0,1.0,3.0,2650.0
sane-323,3.0,-0.04135860484544701,-0.005592105263157954,19.0,3.0,1.0,4340.0
sane-323,4.0,0.027243589743589647,-0.01602564102564108,26.0,0.0,4.0,873.0
sane-324,1.0,0.037878787878787734,0.038930976430976316,18.0,2.0,2.0,3123.0
sane-324,2.0,0.1299019607843137,0.0039215686274509665,17.0,3.0,1.0,3550.0
sane-324,3.0,0.03500069618490664,-0.025605680868838743,21.0,0.0,4.0,2194.0
sane-324,4.0,-0.0861678004535148,-0.049508692365835105,21.0,1.0,3.0,2480.0
sane-325,1.0,0.051562499999999956,0.07552083333333326,16.0,3.0,1.0,5069.0
sane-325,2.0,0.016339869281045805,0.008169934640522847,17.0,2.0,2.0,2843.0
sane-325,3.0,0.03374460181525385,-0.014258641670326422,32.0,1.0,3.0,1352.0
sane-325,4.0,-0.020238095238095277,0.015211640211640232,21.0,0.0,4.0,0.0
sane-326,1.0,0.05034722222222221,0.07118055555555558,12.0,2.0,2.0,2593.0
sane-326,2.0,0.047101449275362306,0.03239556692242118,17.0,3.0,1.0,4850.0
sane-326,3.0,-0.022714604236343416,0.03832218506131546,13.0,0.0,4.0,2398.0
sane-326,4.0,-0.022916666666666585,0.04895833333333344,20.0,1.0,3.0,2450.0
sane-327,1.0,-0.03631147540983609,-0.07917349726775952,12.0,3.0,1.0,5714.0
sane-327,2.0,-0.016142857142857125,-0.031190476190476213,25.0,0.0,4.0,375.0
sane-327,3.0,-0.041666666666666685,-0.016369047619047616,28.0,1.0,3.0,1430.0
sane-327,4.0,-0.011458333333333293,0.03125,20.0,2.0,2.0,3463.0
sane-328,1.0,-5.551115123125783e-17,0.03351449275362317,23.0,0.0,4.0,1324.0
sane-328,2.0,0.00347222222222221,-0.03240740740740744,18.0,3.0,1.0,5159.0
sane-328,3.0,-0.02407407407407408,0.002777777777777768,15.0,2.0,2.0,2870.0
sane-328,4.0,-0.007284734825569683,-0.06454174228675136,29.0,1.0,3.0,2364.0
sane-329,1.0,0.07212465564738302,-0.03058999081726349,33.0,2.0,2.0,3680.0
sane-329,2.0,-0.043981481481481566,-0.00694444444444442,18.0,3.0,1.0,6095.0
sane-329,3.0,0.06547619047619047,0.04298941798941802,21.0,1.0,3.0,1997.0
sane-329,4.0,0.02998366013071896,0.020996732026143827,17.0,0.0,4.0,0.0
sane-330,1.0,-0.016544117647058876,-0.0024126838235294934,16.0,3.0,1.0,7370.0
sane-330,2.0,-0.040227021040974587,0.01110880398671088,43.0,0.0,4.0,0.0
sane-330,3.0,0.005482456140350811,0.03618421052631582,19.0,2.0,2.0,1782.0
sane-330,4.0,0.01163663663663661,0.051238738738738854,37.0,1.0,3.0,1519.0
sane-331,1.0,0.06944444444444442,0.04166666666666663,15.0,3.0,1.0,4114.0
sane-331,2.0,0.01880787037037035,0.05642361111111105,24.0,2.0,2.0,3371.0
sane-331,3.0,0.014880952380952328,0.011904761904761973,14.0,1.0,3.0,2819.0
sane-331,4.0,-0.09178743961352653,0.02898550724637683,23.0,0.0,4.0,1202.0
sane-332,1.0,-0.03065476190476185,-0.009821428571428537,10.0,1.0,3.0,1738.0
sane-332,2.0,0.09548611111111116,0.078125,8.0,3.0,1.0,5183.0
sane-332,3.0,0.010042735042735007,-0.003942816442816466,39.0,0.0,4.0,494.0
