game,seat,z_luck,z_luck_massets,n_decisions,points,rank,net_worth
sane-442,4.0,0.01325757575757569,0.03598484848484851,22.0,3.0,1.0,5436.0
sane-443,1.0,0.09531250000000002,0.0015624999999999112,16.0,1.0,3.0,2909.0
sane-443,2.0,-0.051900584795321614,-0.03216374269005856,19.0,3.0,1.0,3215.0
sane-443,3.0,-0.01904761904761898,0.06071428571428572,21.0,2.0,2.0,3034.0
sane-443,4.0,0.03527432712215317,0.078419384057971,16.0,0.0,4.0,2264.0
sane-444,1.0,-0.05180617147080563,0.011525314116777596,22.0,0.0,4.0,2326.0
sane-444,2.0,0.034649122807017485,0.03157894736842104,19.0,3.0,1.0,3488.0
sane-444,3.0,0.07208994708994709,0.0092592592592593,21.0,2.0,2.0,3086.0
sane-444,4.0,0.01502113526570037,0.0013586956521739468,23.0,1.0,3.0,2953.0
sane-445,1.0,-0.02020202020202022,-0.0063131313131312705,22.0,3.0,1.0,3824.0
sane-445,2.0,-0.04656862745098045,-0.007843137254901933,17.0,2.0,2.0,3606.0
sane-445,3.0,0.027880658436214012,-0.01532921810699589,27.0,1.0,3.0,3455.0
sane-445,4.0,-0.05092592592592593,0.0,27.0,0.0,4.0,2271.0
sane-446,1.0,0.13611111111111107,-0.01388888888888895,10.0,3.0,1.0,3100.0
sane-446,2.0,-0.005482456140350922,-0.04714912280701755,19.0,0.0,4.0,2322.0
sane-446,3.0,-0.03755144032921803,0.009229000242072072,27.0,2.0,2.0,2844.0
sane-446,4.0,0.04007936507936516,-0.07321428571428573,14.0,1.0,3.0,2404.0
sane-447,1.0,0.0625,0.04398148148148151,18.0,1.0,3.0,1648.0
sane-447,2.0,-0.016901088929219654,0.007763662028634766,29.0,3.0,1.0,4628.0
sane-447,3.0,-0.030555555555555614,-0.00833333333333336,15.0,2.0,2.0,4081.0
sane-447,4.0,0.0303888888888888,-0.06072222222222218,25.0,0.0,4.0,1101.0
sane-448,1.0,-0.09008626939248943,-0.006223720458170212,22.0,2.0,2.0,3836.0
sane-448,2.0,0.04583333333333328,-0.03511904761904766,14.0,0.0,4.0,1815.0
sane-448,3.0,0.125,0.033333333333333326,15.0,3.0,1.0,3883.0
sane-448,4.0,0.010101010101010055,0.07828282828282829,11.0,1.0,3.0,2247.0
sane-449,1.0,-0.016666666666666607,0.03749999999999998,10.0,2.0,2.0,4545.0
sane-449,2.0,-0.047297297297297314,-0.015765765765765716,37.0,0.0,4.0,0.0
sane-449,3.0,-0.03703703703703698,0.1342592592592593,9.0,3.0,1.0,5139.0
sane-449,4.0,-0.07718253968253969,-0.029365079365079372,21.0,1.0,3.0,2074.0
sane-450,1.0,-0.09117647058823519,0.030718954248366015,15.0,1.0,3.0,1903.0
sane-450,2.0,-0.08552631578947367,0.00877192982456132,19.0,2.0,2.0,2193.0
sane-450,3.0,0.04861111111111105,-0.03819444444444442,12.0,0.0,4.0,1626.0
sane-450,4.0,-0.06905467720685105,-0.038941040843214814,22.0,3.0,1.0,5791.0
sane-451,1.0,0.03997175674315612,-0.019602015398550776,24.0,2.0,2.0,3977.0
sane-451,2.0,-0.11519607843137258,0.08823529411764708,17.0,1.0,3.0,1994.0
sane-451,3.0,-0.011666666666666714,-0.01694444444444443,20.0,0.0,4.0,1466.0
sane-451,4.0,-0.002430555555555547,-0.07777777777777783,20.0,3.0,1.0,4105.0
sane-452,1.0,0.041333333333333444,0.010333333333333306,25.0,0.0,4.0,0.0
sane-452,2.0,0.03689326848625629,0.005147236740224548,24.0,1.0,3.0,2667.0
sane-452,3.0,0.020141882183908,-0.044957794540229856,16.0,3.0,1.0,4571.0
sane-452,4.0,0.02450980392156854,0.04166666666666674,17.0,2.0,2.0,3647.0
sane-453,1.0,-1.1102230246251565e-16,-0.025000000000000078,20.0,1.0,3.0,1900.0
sane-453,2.0,-0.046585648148148195,0.00347222222222221,24.0,0.0,4.0,1880.0
sane-453,3.0,0.06625781625781624,0.04112554112554112,21.0,2.0,2.0,2563.0
sane-453,4.0,0.009974579196547206,-0.02305889190900634,26.0,3.0,1.0,5603.0
sane-454,1.0,-0.05069169960474301,-0.020641194554238018,22.0,0.0,4.0,1171.0
sane-454,2.0,0.01805555555555549,0.019444444444444486,15.0,2.0,2.0,3630.0
sane-454,3.0,0.05024509803921562,0.025898692810457424,20.0,1.0,3.0,2583.0
sane-454,4.0,-0.024375000000000036,-0.008541666666666614,20.0,3.0,1.0,3684.0
sane-455,1.0,-0.0019230769230769718,-0.07275641025641022,13.0,2.0,2.0,2522.0
sane-455,2.0,-0.005934343434343459,0.0015782828282827621,11.0,3.0,1.0,5540.0
sane-455,3.0,0.1875,0.019230769230769273,13.0,1.0,3.0,1291.0
sane-455,4.0,0.0018518518518518823,0.038492063492063466,21.0,0.0,4.0,1281.0
sane-456,1.0,0.0412883920505871,0.03352247064137304,41.0,0.0,4.0,242.0
sane-456,2.0,-0.02480158730158727,0.03640873015873014,21.0,3.0,1.0,4830.0
sane-456,3.0,-0.040288800705467365,0.07082231040564368,36.0,1.0,3.0,2640.0
sane-456,4.0,-0.03508771929824567,-0.006578947368421073,19.0,2.0,2.0,4399.0
sane-457,1.0,-0.09455605158730157,0.014694940476190577,24.0,1.0,3.0,2515.0
sane-457,2.0,-0.03576388888888893,-0.0010416666666667185,20.0,3.0,1.0,4652.0
sane-457,3.0,-0.06041666666666662,0.027083333333333348,20.0,2.0,2.0,2597.0
sane-457,4.0,-0.06998207885304658,-0.015546594982078832,31.0,0.0,4.0,700.0
sane-458,1.0,0.0005208333333333037,0.06093749999999998,20.0,1.0,3.0,1594.0
sane-458,2.0,0.0487164162112933,0.04834809948569596,20.0,3.0,1.0,6928.0
sane-458,3.0,-0.011111111111111127,-0.016666666666666663,15.0,2.0,2.0,2389.0
sane-458,4.0,-0.10257034632034634,-0.08647186147186153,22.0,0.0,4.0,690.0
sane-459,1.0,0.05353009259259256,0.006365740740740811,24.0,1.0,3.0,1735.0
sane-459,2.0,0.02083333333333326,-0.008333333333333304,20.0,0.0,4.0,0.0
sane-459,3.0,-0.004901960784313764,-0.056372549019607865,17.0,2.0,2.0,4208.0
sane-459,4.0,-0.05409356725146203,0.02412280701754388,19.0,3.0,1.0,4868.0
sane-460,1.0,-0.0357142857142857,-0.06547619047619041,7.0,3.0,1.0,4161.0
sane-460,2.0,-0.019130824372759814,0.024596774193548443,31.0,0.0,4.0,2145.0
sane-460,3.0,-0.01504629629629628,0.03009259259259256,12.0,1.0,3.0,2758.0
sane-460,4.0,-0.051743395493395516,-0.03931138306138304,26.0,2.0,2.0,2812.0
sane-461,1.0,-0.06652046783625731,-0.030701754385964952,19.0,0.0,4.0,0.0
sane-461,2.0,-0.001774691358024716,0.03811728395061731,18.0,1.0,3.0,1494.0
sane-461,3.0,0.05701754385964908,0.021423751686909576,19.0,3.0,1.0,5486.0
sane-461,4.0,0.029970760233918092,-0.02266081871345027,19.0,2.0,2.0,4101.0
sane-462,1.0,0.01219529478458048,0.013754251700680231,21.0,3.0,1.0,4059.0
sane-462,2.0,-0.07407407407407413,0.10879629629629628,18.0,1.0,3.0,2908.0
sane-462,3.0,-0.09803921568627455,-0.02941176470588236,17.0,2.0,2.0,3979.0
sane-462,4.0,0.038164095133667475,4.992951127813505e-05,32.0,0.0,4.0,0.0
sane-463,1.0,-0.0021135265700483186,-0.017814009661835772,23.0,1.0,3.0,2412.0
sane-463,2.0,0.01041666666666663,0.015625,16.0,2.0,2.0,2831.0
sane-463,3.0,0.05528327025599322,0.002163532988616601,28.0,3.0,1.0,3156.0
sane-463,4.0,0.11232193732193729,0.043554131054131084,15.0,0.0,4.0,2021.0
sane-464,1.0,-0.06560672514619886,-0.01937134502923976,19.0,2.0,2.0,4287.0
sane-464,2.0,-0.006696428571428603,-0.0825892857142857,32.0,3.0,1.0,4623.0
sane-464,3.0,-0.006787802840434454,0.020206766917293173,19.0,1.0,3.0,1686.0
sane-464,4.0,0.03472222222222232,-0.07516339869281052,17.0,0.0,4.0,1450.0
sane-465,1.0,-0.006127450980392246,0.01225490196078427,17.0,3.0,1.0,3952.0
sane-465,2.0,-0.04679232804232808,-0.031415343915343896,12.0,0.0,4.0,2372.0
sane-465,3.0,0.017045454545454586,0.043560606060605966,22.0,1.0,3.0,3105.0
sane-465,4.0,0.07638888888888895,0.02777777777777779,12.0,2.0,2.0,3875.0
sane-466,1.0,-0.08870967741935482,-0.11827956989247318,31.0,0.0,4.0,1346.0
sane-466,2.0,-0.05769230769230771,0.0,13.0,2.0,2.0,3133.0
sane-466,3.0,-0.11363636363636365,-0.015151515151515194,11.0,3.0,1.0,4616.0
sane-466,4.0,0.07666666666666666,-0.044999999999999984,25.0,1.0,3.0,3086.0
sane-467,1.0,0.0078125,0.0376157407407407,18.0,3.0,1.0,3701.0
sane-467,2.0,0.04604885057471264,0.02602969348659001,15.0,1.0,3.0,2411.0
sane-467,3.0,0.004629629629629539,-0.050925925925925986,18.0,0.0,4.0,2301.0
sane-467,4.0,-0.023692810457516367,0.13480392156862753,17.0,2.0,2.0,2980.0
sane-468,1.0,0.033333333333333326,-0.01296296296296301,18.0,1.0,3.0,1718.0
sane-468,2.0,0.035732323232323226,0.05492424242424232,22.0,0.0,4.0,0.0
sane-468,3.0,0.05034722222222232,-0.013888888888888895,16.0,2.0,2.0,2707.0
sane-468,4.0,-0.025584795321637488,0.0007309941520466934,19.0,3.0,1.0,5421.0
sane-469,1.0,0.0585016835016835,0.02188552188552184,33.0,2.0,2.0,3551.0
sane-469,2.0,0.02475391063866561,0.001182698124621906,19.0,0.0,4.0,0.0
sane-469,3.0,0.03645833333333337,0.05381944444444442,24.0,3.0,1.0,3932.0
sane-469,4.0,-0.06944444444444448,-0.041666666666666685,24.0,1.0,3.0,2456.0
sane-470,1.0,0.058712121212121215,0.0037878787878787845,22.0,0.0,4.0,1481.0
sane-470,2.0,-0.01570048309178751,-0.027173913043478326,23.0,3.0,1.0,4179.0
sane-470,3.0,-0.06018518518518523,0.02546296296296291,18.0,1.0,3.0,2148.0
sane-470,4.0,0.11728840086759351,0.09943125801045061,14.0,2.0,2.0,3200.0
sane-471,1.0,0.03703703703703698,0.01984126984126977,21.0,1.0,3.0,0.0
sane-471,2.0,0.013942307692307643,0.012339743589743546,26.0,0.0,4.0,0.0
sane-471,3.0,0.0635964912280702,-0.013888888888888895,19.0,3.0,1.0,5527.0
sane-471,4.0,-0.08121392496392499,-0.08639069264069266,22.0,2.0,2.0,2505.0
sane-472,1.0,0.05208333333333326,0.0,12.0,2.0,2.0,2230.0
sane-472,2.0,0.02164082687338509,-0.0006459948320413633,43.0,0.0,4.0,420.0
sane-472,3.0,-0.05108695652173917,0.011231884057970931,23.0,3.0,1.0,6094.0
sane-472,4.0,-0.028599773242630355,0.05544217687074826,21.0,1.0,3.0,1821.0
sane-473,1.0,-0.10192601067887114,-0.030155097889651594,23.0,1.0,3.0,2695.0
sane-473,2.0,0.030920745920745785,-0.006758611758611699,13.0,3.0,1.0,5095.0
sane-473,3.0,-0.022817460317460292,-0.0357142857142857,14.0,2.0,2.0,3050.0
sane-473,4.0,-0.019956140350877172,-0.00021929824561400801,38.0,0.0,4.0,436.0
sane-474,1.0,0.19444444444444442,-0.07870370370370372,9.0,3.0,1.0,5132.0
sane-474,2.0,-0.00801282051282054,-0.039262820512820484,26.0,0.0,4.0,1389.0
sane-474,3.0,-0.0222222222222222,-0.025000000000000022,15.0,1.0,3.0,2856.0
sane-474,4.0,0.10164141414141403,0.0031565656565656353,11.0,2.0,2.0,3072.0
sane-475,1.0,-0.07977941176470593,-0.012132352941176539,34.0,1.0,3.0,1918.0
sane-475,2.0,-0.07043650793650791,-0.018849206349206393,14.0,2.0,2.0,2399.0
sane-475,3.0,-0.03431372549019612,-0.10804738562091504,34.0,0.0,4.0,1691.0
sane-475,4.0,-0.15023291925465843,0.06107660455486541,14.0,3.0,1.0,5131.0
sane-476,1.0,-0.06585020981572698,-0.010696040868454604,29.0,3.0,1.0,5255.0
sane-476,2.0,0.08333333333333337,0.0854166666666667,20.0,1.0,3.0,3120.0
sane-476,3.0,-0.06324404761904762,0.018601190476190466,28.0,0.0,4.0,527.0
sane-476,4.0,-0.06547619047619041,0.04761904761904767,14.0,2.0,2.0,3142.0
sane-477,1.0,-0.04436698717948734,0.03982104700854694,20.0,3.0,1.0,4454.0
sane-477,2.0,-0.04722222222222222,0.08958333333333335,9.0,0.0,4.0,1694.0
sane-477,3.0,-0.022435897435897467,-0.016025641025641024,13.0,2.0,2.0,2522.0
sane-477,4.0,0.04706790123456783,-0.0763888888888889,18.0,1.0,3.0,2282.0
sane-478,1.0,-0.08333333333333337,-0.02083333333333337,16.0,3.0,1.0,4735.0
sane-478,2.0,0.015557664289548412,-0.03521394064872324,27.0,1.0,3.0,2423.0
sane-478,3.0,-0.010416666666666685,-0.059317129629629595,24.0,0.0,4.0,0.0
sane-478,4.0,-0.0849537037037037,-0.04722222222222222,18.0,2.0,2.0,2751.0
sane-479,1.0,-0.030161290322580636,-0.06516129032258061,10.0,3.0,1.0,5362.0
sane-479,2.0,-0.0717592592592593,-0.002314814814814825,15.0,2.0,2.0,2919.0
sane-479,3.0,-0.07761437908496738,-0.05392156862745101,17.0,1.0,3.0,2196.0
sane-479,4.0,-0.02307692307692305,-0.014743589743589747,26.0,0.0,4.0,1633.0
sane-480,1.0,-0.0625,-0.08750000000000002,10.0,2.0,2.0,3848.0
sane-480,2.0,-0.057017543859649134,0.0,19.0,1.0,3.0,1729.0
sane-480,3.0,-0.019230769230769218,-0.038461538461538436,13.0,3.0,1.0,4485.0
sane-480,4.0,-0.029761904761904767,-0.001984126984126977,21.0,0.0,4.0,1623.0
sane-481,1.0,-0.07843137254901966,-0.007352941176470562,17.0,2.0,2.0,2756.0
sane-481,2.0,0.011652993997143257,0.07746889546181801,17.0,0.0,4.0,1694.0
sane-481,3.0,-0.015870703370703454,0.008479945979945946,33.0,3.0,1.0,3639.0
sane-481,4.0,-0.04470486111111116,0.02039930555555547,24.0,1.0,3.0,2539.0
sane-482,1.0,0.10416666666666663,0.14236111111111105,12.0,0.0,4.0,1299.0
sane-482,2.0,0.06066666666666665,0.044333333333333336,25.0,2.0,2.0,3147.0
sane-482,3.0,0.12830687830687837,0.014550264550264647,21.0,3.0,1.0,4947.0
sane-482,4.0,-0.10416666666666663,0.012499999999999956,22.0,1.0,3.0,2279.0
sane-483,1.0,-0.05122714862298189,-0.019900258991694175,18.0,3.0,1.0,6780.0
sane-483,2.0,-0.034013209013209034,-0.014106125356125376,25.0,0.0,4.0,983.0
sane-483,3.0,-0.042083333333333306,-0.057083333333333375,25.0,1.0,3.0,2218.0
sane-483,4.0,-0.16520061728395063,-0.11458333333333331,18.0,2.0,2.0,2602.0
sane-484,1.0,-0.024492234169653515,-0.0054510155316606634,31.0,3.0,1.0,5746.0
sane-484,2.0,0.026335470085470103,0.03899572649572647,26.0,1.0,3.0,1862.0
sane-484,3.0,0.005902777777777812,0.05451388888888886,12.0,2.0,2.0,3062.0
sane-484,4.0,-0.06828703703703703,-0.052083333333333315,18.0,0.0,4.0,0.0
sane-485,1.0,-0.004419191919191989,-0.054924242424242375,22.0,0.0,4.0,2021.0
sane-485,2.0,0.005555555555555647,-0.06759259259259254,15.0,3.0,1.0,3713.0
sane-485,3.0,-0.03643790849673206,0.0019607843137254832,17.0,1.0,3.0,2703.0
sane-485,4.0,-0.050603864734299564,-0.02916666666666662,23.0,2.0,2.0,2851.0
sane-486,1.0,0.0,0.007352941176470562,17.0,2.0,2.0,2475.0
sane-486,2.0,-0.07002314814814814,-0.06076388888888884,24.0,0.0,4.0,0.0
sane-486,3.0,0.04912603930461068,0.010501700680272119,42.0,1.0,3.0,0.0
sane-486,4.0,-0.016550925925925886,-0.04571759259259256,18.0,3.0,1.0,6320.0
sane-487,1.0,-0.062387387387387416,-0.01644144144144144,37.0,0.0,4.0,1830.0
sane-487,2.0,-0.034203423932502086,-0.018729957658120466,14.0,2.0,2.0,3317.0
sane-487,3.0,-0.0366516088361048,-0.008498102074598168,27.0,1.0,3.0,2231.0
sane-487,4.0,-0.04487179487179482,-0.006410256410256443,13.0,3.0,1.0,4523.0
sane-488,1.0,-0.01773956496178719,0.01380070546737222,27.0,0.0,4.0,1979.0
sane-488,2.0,0.03044871794871795,-0.07692307692307693,13.0,2.0,2.0,3122.0
sane-488,3.0,0.0346153846153846,-0.09294871794871795,13.0,3.0,1.0,3984.0
sane-488,4.0,-0.10019841269841273,-0.02083333333333337,14.0,1.0,3.0,2952.0
sane-489,1.0,0.013194444444444398,0.055208333333333304,48.0,0.0,4.0,1989.0
sane-489,2.0,0.008838383838383868,-0.011363636363636354,11.0,3.0,1.0,3597.0
sane-489,3.0,0.012896825396825351,0.04067460317460314,21.0,1.0,3.0,2194.0
sane-489,4.0,-0.017283950617283994,0.09444444444444444,15.0,2.0,2.0,2930.0
sane-490,1.0,0.03373015873015872,-0.04761904761904756,21.0,3.0,1.0,5054.0
sane-490,2.0,-0.07074829931972787,-0.04489795918367345,35.0,0.0,4.0,0.0
sane-490,3.0,0.05317982456140358,0.007675438596491113,19.0,1.0,3.0,1470.0
sane-490,4.0,0.11383547008547001,0.0428418803418803,13.0,2.0,2.0,3806.0
sane-491,1.0,-0.00136554621848739,-0.020898437500000033,16.0,3.0,1.0,4887.0
sane-491,2.0,0.014597505668934252,-0.07298752834467126,21.0,0.0,4.0,1206.0
sane-491,3.0,0.003232758620689613,-0.07399425287356326,29.0,1.0,3.0,1232.0
sane-491,4.0,-0.041666666666666685,0.01666666666666672,20.0,2.0,2.0,2940.0
sane-492,1.0,0.07098765432098775,-0.05555555555555558,18.0,0.0,4.0,1694.0
sane-492,2.0,0.025000000000000133,0.01736111111111105,20.0,3.0,1.0,4638.0
sane-492,3.0,-0.016865079365079416,-0.03472222222222221,14.0,1.0,3.0,2769.0
sane-492,4.0,0.01967592592592593,-0.04513888888888884,12.0,2.0,2.0,3119.0
sane-493,1.0,0.1233974358974359,0.024038461538461564,13.0,3.0,1.0,4157.0
sane-493,2.0,-0.12422839506172839,-0.10725308641975306,18.0,2.0,2.0,3313.0
sane-493,3.0,-0.056510416666666674,-0.0005208333333333037,16.0,0.0,4.0,1118.0
sane-493,4.0,-0.0018939393939394478,0.01325757575757569,22.0,1.0,3.0,1447.0
sane-494,1.0,0.09259259259259256,0.03703703703703709,12.0,3.0,1.0,4304.0
sane-494,2.0,0.054064542483660216,0.020588235294117685,34.0,0.0,4.0,826.0
sane-494,3.0,-0.02941176470588236,-0.06617647058823528,17.0,1.0,3.0,2151.0
sane-494,4.0,0.08432539682539686,0.050736961451247176,21.0,2.0,2.0,3553.0
sane-495,1.0,0.005952380952380931,-0.09523809523809523,21.0,2.0,2.0,2458.0
sane-495,2.0,-0.054597701149425304,0.019157088122605415,29.0,1.0,3.0,1974.0
sane-495,3.0,0.06666666666666665,0.06527777777777788,30.0,0.0,4.0,1378.0
sane-495,4.0,-0.009166666666666712,0.01416666666666666,25.0,3.0,1.0,6763.0
sane-496,1.0,0.02777777777777779,-0.011111111111111072,20.0,0.0,4.0,1063.0
sane-496,2.0,0.013306451612903114,0.036424731182795655,31.0,1.0,3.0,1259.0
sane-496,3.0,0.11011904761904767,-0.008432539682539653,28.0,2.0,2.0,4155.0
sane-496,4.0,-0.01736111111111116,-0.04513888888888884,12.0,3.0,1.0,4808.0
sane-497,1.0,0.04101074462768617,0.004851740796268489,23.0,3.0,1.0,3713.0
sane-497,2.0,-0.023809523809523836,0.038690476190476164,28.0,2.0,2.0,3125.0
sane-497,3.0,-0.07390873015873017,-0.03670634920634924,14.0,0.0,4.0,1930.0
sane-497,4.0,0.02387152777777779,-0.049479166666666685,8.0,1.0,3.0,2044.0
sane-498,1.0,-0.01754385964912286,-0.022699292089873813,19.0,1.0,3.0,2181.0
sane-498,2.0,0.014520202020201989,0.13257575757575768,22.0,2.0,2.0,3862.0
sane-498,3.0,0.009715544871794823,-0.05849358974358976,16.0,3.0,1.0,4207.0
sane-498,4.0,-0.25,-0.07870370370370366,9.0,0.0,4.0,1544.0
sane-499,1.0,0.014115767045454586,0.034949100378787845,16.0,2.0,2.0,4117.0
sane-499,2.0,-0.011742424242424221,0.10997474747474745,11.0,3.0,1.0,4717.0
sane-499,3.0,-0.03163580246913583,-0.010802469135802462,18.0,1.0,3.0,1591.0
sane-499,4.0,0.026979166666666665,0.025208333333333277,40.0,0.0,4.0,784.0
sane-500,1.0,0.009920634920634885,0.06944444444444442,21.0,1.0,3.0,2920.0
sane-500,2.0,-0.031163609782030754,-0.033012360446570965,30.0,0.0,4.0,1630.0
sane-500,3.0,0.03715728715728717,0.007756132756132739,11.0,2.0,2.0,3374.0
sane-500,4.0,-0.011904761904761918,0.04761904761904756,14.0,3.0,1.0,4119.0
sane-501,1.0,0.04079861111111105,0.03689236111111116,32.0,1.0,3.0,1799.0
sane-501,2.0,-0.07142857142857145,0.0892857142857143,14.0,2.0,2.0,2955.0
sane-501,3.0,-0.054166666666666585,0.029583333333333295,20.0,0.0,4.0,1497.0
sane-501,4.0,0.0444444444444444,0.08055555555555549,20.0,3.0,1.0,4423.0
sane-502,1.0,-0.05453431372549017,0.04534313725490202,17.0,3.0,1.0,4494.0
sane-502,2.0,0.05253623188405798,0.021739130434782594,23.0,1.0,3.0,2493.0
sane-502,3.0,-0.0732638888888889,-0.06145833333333328,20.0,2.0,2.0,3001.0
sane-502,4.0,-0.021874999999999978,-0.03020833333333328,20.0,0.0,4.0,718.0
sane-503,1.0,0.020572009291521365,0.008444638017808703,41.0,1.0,3.0,897.0
sane-503,2.0,0.05902777777777779,0.05555555555555547,24.0,3.0,1.0,6899.0
sane-503,3.0,0.02083333333333337,0.09226190476190477,14.0,2.0,2.0,2951.0
sane-503,4.0,-0.07341269841269848,-0.10714285714285715,21.0,0.0,4.0,841.0
sane-504,1.0,-0.02326468344774979,0.0299389778794813,19.0,1.0,3.0,2232.0
sane-504,2.0,0.0234375,0.02864583333333326,16.0,0.0,4.0,2132.0
sane-504,3.0,0.0032679738562091387,0.056372549019607865,17.0,2.0,2.0,2930.0
sane-504,4.0,0.052696078431372584,0.08700980392156854,17.0,3.0,1.0,3149.0
sane-505,1.0,-0.06797542735042733,-0.047462606837606836,26.0,3.0,1.0,3724.0
sane-505,2.0,-0.04291979949874686,-0.0770676691729324,19.0,0.0,4.0,2262.0
sane-505,3.0,-0.0028244631185807556,0.023628618113912148,34.0,1.0,3.0,2558.0
sane-505,4.0,0.01140873015873023,-0.03687169312169314,21.0,2.0,2.0,2983.0
sane-506,1.0,0.0744949494949495,0.06439393939393934,11.0,3.0,1.0,3797.0
sane-506,2.0,-0.08088235294117646,-0.004901960784313764,17.0,1.0,3.0,2130.0
sane-506,3.0,0.06481481481481488,-0.013888888888888895,27.0,0.0,4.0,0.0
sane-506,4.0,-0.004888888888888943,0.0040000000000000036,25.0,2.0,2.0,3661.0
sane-507,1.0,0.13362068965517238,0.00143678160919547,29.0,0.0,4.0,1220.0
sane-507,2.0,0.03077160493827158,-0.006820987654321153,45.0,2.0,2.0,3717.0
sane-507,3.0,0.021862139917695478,0.017746913580246937,27.0,3.0,1.0,4058.0
sane-507,4.0,-0.004333333333333356,-0.030055555555555613,25.0,1.0,3.0,2710.0
sane-508,1.0,0.05277777777777781,0.014316239316239376,39.0,1.0,3.0,926.0
sane-508,2.0,-0.12622549019607848,0.02083333333333326,17.0,0.0,4.0,0.0
sane-508,3.0,-0.1017795138888889,-0.05732266865079366,24.0,3.0,1.0,5633.0
sane-508,4.0,0.08425595238095229,0.0678373015873015,40.0,2.0,2.0,1644.0
sane-509,1.0,0.05975025879917184,-0.008216873706004102,14.0,3.0,1.0,3690.0
sane-509,2.0,0.03020833333333328,0.06944444444444442,24.0,0.0,4.0,1538.0
sane-509,3.0,0.021164021164021163,0.025132275132275117,21.0,1.0,3.0,3413.0
sane-509,4.0,0.040740740740740744,0.03055555555555567,15.0,2.0,2.0,3435.0
sane-510,1.0,0.027553763440860246,-0.02513440860215055,31.0,3.0,1.0,4501.0
sane-510,2.0,0.042687908496731986,0.014869281045751581,34.0,2.0,2.0,4207.0
sane-510,3.0,0.02604166666666663,0.11458333333333326,16.0,1.0,3.0,1928.0
sane-510,4.0,-0.0187500000000001,0.08303571428571421,28.0,0.0,4.0,474.0
sane-511,1.0,-0.012626262626262597,-0.013636363636363613,22.0,2.0,2.0,3198.0
sane-511,2.0,-0.00694444444444442,0.08796296296296291,18.0,0.0,4.0,907.0
sane-511,3.0,-0.020542635658914732,0.03339793281653758,43.0,1.0,3.0,1491.0
sane-511,4.0,0.026792504567822895,-0.03427817366202768,18.0,3.0,1.0,6469.0
sane-512,1.0,-0.10833333333333334,0.04166666666666674,10.0,2.0,2.0,3488.0
sane-512,2.0,-0.00106837606837612,0.04914529914529919,13.0,1.0,3.0,3015.0
sane-512,3.0,-0.023611111111111138,0.029166666666666674,15.0,0.0,4.0,2503.0
sane-512,4.0,-0.0625,0.050595238095238027,14.0,3.0,1.0,3535.0
sane-513,1.0,-0.050371687136393006,-0.055066257272139596,26.0,0.0,4.0,992.0
sane-513,2.0,0.10800653594771248,-0.0014705882352941124,17.0,2.0,2.0,3955.0
sane-513,3.0,0.028134606938954754,0.007548309178743939,23.0,3.0,1.0,4805.0
sane-513,4.0,0.0439814814814814,0.06944444444444442,18.0,1.0,3.0,1613.0
sane-514,1.0,0.04701060248660871,0.00229203523514665,24.0,3.0,1.0,3542.0
sane-514,2.0,-0.004577405149051528,-0.06313798554652217,12.0,2.0,2.0,3439.0
sane-514,3.0,-0.10984848484848492,-0.03851010101010105,22.0,1.0,3.0,3298.0
sane-514,4.0,-0.08522727272727271,-0.034090909090909116,22.0,0.0,4.0,2342.0
sane-515,1.0,0.12131410256410269,-0.02808493589743588,16.0,1.0,3.0,2073.0
sane-515,2.0,-0.03142361111111108,-0.002430555555555547,24.0,3.0,1.0,3870.0
sane-515,3.0,-0.010682957393483739,-0.02261904761904765,38.0,0.0,4.0,0.0
sane-515,4.0,-0.05193236714975846,-0.03200483091787448,23.0,2.0,2.0,3751.0
sane-516,1.0,-0.025219298245614086,-0.02668128654970764,19.0,1.0,3.0,2752.0
sane-516,2.0,0.047476261869065506,0.00509432783608188,23.0,3.0,1.0,3811.0
sane-516,3.0,-0.15656565656565657,-0.030303030303030276,11.0,0.0,4.0,2328.0
sane-516,4.0,0.03311965811965811,-0.005341880341880378,26.0,2.0,2.0,2896.0
sane-517,1.0,0.006578947368421018,-0.0796783625730994,19.0,2.0,2.0,3170.0
sane-517,2.0,-0.027006172839506126,-0.020061728395061817,18.0,1.0,3.0,2646.0
sane-517,3.0,0.04166666666666663,-0.041666666666666685,12.0,0.0,4.0,1501.0
sane-517,4.0,0.14586538461538456,0.11375000000000013,10.0,3.0,1.0,5342.0
sane-518,1.0,-0.06111111111111106,0.011111111111111072,15.0,1.0,3.0,2281.0
sane-518,2.0,-0.0011390534185900525,0.011948227987377047,31.0,2.0,2.0,3336.0
sane-518,3.0,0.0752314814814814,0.07754629629629628,24.0,3.0,1.0,3676.0
sane-518,4.0,-0.055555555555555525,0.015740740740740722,15.0,0.0,4.0,1422.0
sane-519,1.0,-0.028279320987654344,0.047299382716049276,36.0,0.0,4.0,0.0
sane-519,2.0,-0.10606060606060608,-0.0012626262626262985,22.0,1.0,3.0,1454.0
sane-519,3.0,0.03385416666666674,-0.00954861111111116,16.0,2.0,2.0,4514.0
sane-519,4.0,0.034970238095238027,0.009920634920634996,14.0,3.0,1.0,5562.0
sane-520,1.0,-0.0034722222222222654,-0.006944444444444475,12.0,0.0,4.0,1979.0
sane-520,2.0,-0.011437908496732152,-0.037873482726423935,17.0,3.0,1.0,5144.0
