experiment,controller_type,seat,mean_delta_v_executed,mean_regret,n_decisions,game_index
sane_random,sane_random,4.0,67.76475439858845,143.18613170451908,64.0,37
sane_random,sane_random,1.0,58.77652761029341,54.11231294441169,65.0,38
sane_random,sane_random,2.0,31.360346718358933,18.29838579678295,59.0,38
sane_random,sane_random,3.0,28.730571159830394,36.66705281601957,57.0,38
sane_random,sane_random,4.0,7.647452791499985,161.06293648629048,53.0,38
sane_random,sane_random,1.0,35.382935221208726,125.1989411849856,62.0,39
sane_random,sane_random,2.0,54.92859810974798,125.01783252318661,60.0,39
sane_random,sane_random,3.0,99.90293216426784,120.84106386235834,63.0,39
sane_random,sane_random,4.0,8.536864612047559,42.44267348492603,68.0,39
sane_random,sane_random,1.0,24.05746401225947,59.07802229023046,38.0,40
sane_random,sane_random,2.0,-32.35922040158997,86.38121804980554,59.0,40
sane_random,sane_random,3.0,120.10288066100838,104.98952187911281,55.0,40
sane_random,sane_random,4.0,56.980232593066425,82.28721537081965,59.0,40
sane_random,sane_random,1.0,5.924723413557368,81.76734243306727,70.0,41
sane_random,sane_random,2.0,68.01570477573313,6.801589710162978,52.0,41
sane_random,sane_random,3.0,-44.08990006643174,62.72521916011269,63.0,41
sane_random,sane_random,4.0,51.57760700290307,18.723982557074322,59.0,41
sane_random,sane_random,1.0,56.40402420460726,66.09573631537303,62.0,42
sane_random,sane_random,2.0,-55.22000743111788,73.0198658329841,39.0,42
sane_random,sane_random,3.0,18.641939833040745,72.33669802737444,76.0,42
sane_random,sane_random,4.0,33.28037219476153,27.945399002384608,51.0,42
sane_random,sane_random,1.0,0.6562720018930394,76.02600560252931,62.0,43
sane_random,sane_random,2.0,83.86977769021722,53.58822500804317,63.0,43
sane_random,sane_random,3.0,54.566740391753825,23.514004566231065,57.0,43
sane_random,sane_random,4.0,-35.020545238685756,70.3151245671021,55.0,43
sane_random,sane_random,1.0,123.47459758285486,107.97165573041941,64.0,44
sane_random,sane_random,2.0,55.9578308482693,47.460974772052396,62.0,44
sane_random,sane_random,3.0,35.944881676359806,74.62364116017507,69.0,44
sane_random,sane_random,4.0,51.89584105495182,72.68512818021892,58.0,44
sane_random,sane_random,1.0,28.436606919930217,57.608172265146194,73.0,45
sane_random,sane_random,2.0,28.228983253336928,99.432649078892,69.0,45
sane_random,sane_random,3.0,116.41890490069991,98.5643931228836,63.0,45
sane_random,sane_random,4.0,41.95068537329257,187.94311052863313,60.0,45
sane_random,sane_random,1.0,113.19514203905983,82.12621111839363,60.0,46
sane_random,sane_random,2.0,70.72528564841839,107.0842732401923,59.0,46
sane_random,sane_random,3.0,25.164035771412443,10.345197533317247,59.0,46
sane_random,sane_random,4.0,42.29056461772578,194.46471824902713,63.0,46
sane_random,sane_random,1.0,82.6331984001981,45.97592972838202,58.0,47
sane_random,sane_random,2.0,70.10063783549411,105.21096454761329,57.0,47
sane_random,sane_random,3.0,93.11580550480537,43.60789439766412,58.0,47
sane_random,sane_random,4.0,40.11545545792839,44.35893640993748,58.0,47
sane_random,sane_random,1.0,38.192075870212825,86.84119640573084,38.0,48
sane_random,sane_random,2.0,48.94278081448927,43.19648476469874,63.0,48
sane_random,sane_random,3.0,91.91965466310693,58.43548629048209,58.0,48
sane_random,sane_random,4.0,88.43453136204455,94.01784143748567,60.0,48
sane_random,sane_random,1.0,7.45743231900392,53.224434503832555,73.0,49
sane_random,sane_random,2.0,67.97328370853641,57.23906527999563,59.0,49
sane_random,sane_random,3.0,99.27840665555753,95.86248823847774,57.0,49
sane_random,sane_random,4.0,1.966527645650574,39.09327011225169,57.0,49
sane_random,sane_random,1.0,197.7204506969868,89.30194948838555,61.0,50
sane_random,sane_random,2.0,66.00091995326783,78.11707072401448,65.0,50
sane_random,sane_random,3.0,66.10622576518776,111.16128748890596,66.0,50
sane_random,sane_random,4.0,5.023761054753409,66.4599555700684,65.0,50
sane_random,sane_random,1.0,83.0217709664944,107.26993041839157,66.0,51
sane_random,sane_random,2.0,47.54531007636584,26.045513244696256,62.0,51
sane_random,sane_random,3.0,35.851605400494975,43.49696862246901,63.0,51
sane_random,sane_random,4.0,-37.180942734552396,88.14545186316066,57.0,51
sane_random,sane_random,1.0,137.36645439262313,144.0304889558406,56.0,52
